componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1410,BRC0269C,Nome não encontrado
Energia,kcal,333,BRC0269C,Nome não encontrado
Umidade,g,"14,8",BRC0269C,Nome não encontrado
Carboidrato total,g,"79,0",BRC0269C,Nome não encontrado
Carboidrato disponível,g,"71,5",BRC0269C,Nome não encontrado
Proteína,g,"2,50",BRC0269C,Nome não encontrado
Lipídios,g,"2,50",BRC0269C,Nome não encontrado
Fibra alimentar,g,"7,50",BRC0269C,Nome não encontrado
Álcool,g,"0,00",BRC0269C,Nome não encontrado
Cinzas,g,"1,24",BRC0269C,Nome não encontrado
Colesterol,mg,"0,00",BRC0269C,Nome não encontrado
Ácidos graxos saturados,g,"0,20",BRC0269C,Nome não encontrado
Ácidos graxos monoinsaturados,g,405,BRC0269C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,30",BRC0269C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0269C,Nome não encontrado
Cálcio,mg,"19,0",BRC0269C,Nome não encontrado
Ferro,mg,"0,90",BRC0269C,Nome não encontrado
Sódio,mg,"3,00",BRC0269C,Nome não encontrado
Magnésio,mg,"18,0",BRC0269C,Nome não encontrado
Fósforo,mg,"36,0",BRC0269C,Nome não encontrado
Potássio,mg,214,BRC0269C,Nome não encontrado
Manganês,mg,,BRC0269C,Nome não encontrado
Zinco,mg,"0,49",BRC0269C,Nome não encontrado
Cobre,mg,"0,16",BRC0269C,Nome não encontrado
Selênio,mcg,"0,60",BRC0269C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0269C,Nome não encontrado
Vitamina A (RAE),mcg,"7,00",BRC0269C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0269C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,35",BRC0269C,Nome não encontrado
Tiamina,mg,"92,0",BRC0269C,Nome não encontrado
Riboflavina,mg,127,BRC0269C,Nome não encontrado
Niacina,mg,"1,15",BRC0269C,Nome não encontrado
Vitamina B6,mg,152,BRC0269C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0269C,Nome não encontrado
Vitamina C,mg,"23,8",BRC0269C,Nome não encontrado
Equivalente de folato,mcg,"12,0",BRC0269C,Nome não encontrado
Sal de adição,g,"0,00",BRC0269C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0269C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0269C,Nome não encontrado
Proteína vegetal,g,"2,50",BRC0269C,Nome não encontrado
Proteína animal,g,"0,00",BRC0269C,Nome não encontrado
