componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,506,505,BRC0035J,Nome não encontrado
Energia,kcal,122,121,BRC0035J,Nome não encontrado
Umidade,g,"79,1","79,1",BRC0035J,Nome não encontrado
Carboidrato total,g,"3,51","3,51",BRC0035J,Nome não encontrado
Carboidrato disponível,g,"2,86","2,86",BRC0035J,Nome não encontrado
Proteína,g,"7,85","7,85",BRC0035J,Nome não encontrado
Lipídios,g,"8,63","8,63",BRC0035J,Nome não encontrado
Fibra alimentar,g,"0,65","0,65",BRC0035J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0035J,Nome não encontrado
Cinzas,g,"0,90","0,90",BRC0035J,Nome não encontrado
Colesterol,mg,230,230,BRC0035J,Nome não encontrado
Ácidos graxos saturados,g,"2,43","2,43",BRC0035J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,95","2,95",BRC0035J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,12","2,12",BRC0035J,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0035J,Nome não encontrado
Cálcio,mg,"36,9","36,9",BRC0035J,Nome não encontrado
Ferro,mg,"1,63","1,63",BRC0035J,Nome não encontrado
Sódio,mg,175,175,BRC0035J,Nome não encontrado
Magnésio,mg,"11,8","11,8",BRC0035J,Nome não encontrado
Fósforo,mg,121,121,BRC0035J,Nome não encontrado
Potássio,mg,214,214,BRC0035J,Nome não encontrado
Manganês,mg,"0,10","0,10",BRC0035J,Nome não encontrado
Zinco,mg,"1,06","1,06",BRC0035J,Nome não encontrado
Cobre,mg,"0,14","0,14",BRC0035J,Nome não encontrado
Selênio,mcg,"11,6","11,6",BRC0035J,Nome não encontrado
Vitamina A (RE),mcg,126,126,BRC0035J,Nome não encontrado
Vitamina A (RAE),mcg,120,120,BRC0035J,Nome não encontrado
Vitamina D,mcg,"1,24","1,24",BRC0035J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,19","1,19",BRC0035J,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0035J,Nome não encontrado
Riboflavina,mg,"0,40","0,40",BRC0035J,Nome não encontrado
Niacina,mg,"1,22","1,22",BRC0035J,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0035J,Nome não encontrado
Vitamina B12,mcg,"0,53","0,53",BRC0035J,Nome não encontrado
Vitamina C,mg,"5,54","5,54",BRC0035J,Nome não encontrado
Equivalente de folato,mcg,"29,6","29,6",BRC0035J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0035J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0035J,Nome não encontrado
Gordura de adição,g,-,-,BRC0035J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0035J,Nome não encontrado
Proteína animal,g,-,-,BRC0035J,Nome não encontrado
