componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (45 g),codigo_alimento,nome_alimento
Energia,kJ,517,232,BRC0050G,Nome não encontrado
Energia,kcal,123,55,BRC0050G,Nome não encontrado
Umidade,g,"72,2","32,5",BRC0050G,Nome não encontrado
Carboidrato total,g,"18,5","8,31",BRC0050G,Nome não encontrado
Carboidrato disponível,g,"18,5","8,31",BRC0050G,Nome não encontrado
Proteína,g,"5,79","2,60",BRC0050G,Nome não encontrado
Lipídios,g,"2,84","1,28",BRC0050G,Nome não encontrado
Fibra alimentar,g,,,BRC0050G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0050G,Nome não encontrado
Cinzas,g,"0,70","0,31",BRC0050G,Nome não encontrado
Colesterol,mg,"12,1","5,43",BRC0050G,Nome não encontrado
Ácidos graxos saturados,g,"1,60","0,72",BRC0050G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,80","0,36",BRC0050G,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0050G,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,04",BRC0050G,Nome não encontrado
Cálcio,mg,730,328,BRC0050G,Nome não encontrado
Ferro,mg,"0,14","0,06",BRC0050G,Nome não encontrado
Sódio,mg,412,185,BRC0050G,Nome não encontrado
Magnésio,mg,"26,5","11,9",BRC0050G,Nome não encontrado
Fósforo,mg,448,201,BRC0050G,Nome não encontrado
Potássio,mg,121,"54,7",BRC0050G,Nome não encontrado
Manganês,mg,"0,02","0,01",BRC0050G,Nome não encontrado
Zinco,mg,"2,66","1,20",BRC0050G,Nome não encontrado
Cobre,mg,"0,02","0,01",BRC0050G,Nome não encontrado
Selênio,mcg,,,BRC0050G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0050G,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0050G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0050G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0050G,Nome não encontrado
Tiamina,mg,"0,22","0,10",BRC0050G,Nome não encontrado
Riboflavina,mg,"0,27","0,12",BRC0050G,Nome não encontrado
Niacina,mg,"2,68","1,21",BRC0050G,Nome não encontrado
Vitamina B6,mg,"0,21","0,09",BRC0050G,Nome não encontrado
Vitamina B12,mcg,"0,63","0,28",BRC0050G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0050G,Nome não encontrado
Equivalente de folato,mcg,"11,6","5,23",BRC0050G,Nome não encontrado
Sal de adição,g,,,BRC0050G,Nome não encontrado
Açúcar de adição,g,,,BRC0050G,Nome não encontrado
Gordura de adição,g,,,BRC0050G,Nome não encontrado
Proteína vegetal,g,,,BRC0050G,Nome não encontrado
Proteína animal,g,,,BRC0050G,Nome não encontrado
