componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1101,1210,BRC0380F,Nome não encontrado
Energia,kcal,264,290,BRC0380F,Nome não encontrado
Umidade,g,"52,6","57,9",BRC0380F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0380F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0380F,Nome não encontrado
Proteína,g,"29,6","32,5",BRC0380F,Nome não encontrado
Lipídios,g,"16,2","17,8",BRC0380F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0380F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0380F,Nome não encontrado
Cinzas,g,"1,65","1,81",BRC0380F,Nome não encontrado
Colesterol,mg,113,124,BRC0380F,Nome não encontrado
Ácidos graxos saturados,g,"8,97","9,86",BRC0380F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,88","5,37",BRC0380F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32","0,36",BRC0380F,Nome não encontrado
Ácidos graxos trans,g,"0,41","0,45",BRC0380F,Nome não encontrado
Cálcio,mg,"4,33","4,76",BRC0380F,Nome não encontrado
Ferro,mg,"2,58","2,84",BRC0380F,Nome não encontrado
Sódio,mg,232,255,BRC0380F,Nome não encontrado
Magnésio,mg,"25,6","28,1",BRC0380F,Nome não encontrado
Fósforo,mg,277,305,BRC0380F,Nome não encontrado
Potássio,mg,293,323,BRC0380F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0380F,Nome não encontrado
Zinco,mg,"3,72","4,09",BRC0380F,Nome não encontrado
Cobre,mg,"0,13","0,14",BRC0380F,Nome não encontrado
Selênio,mcg,"0,10","0,11",BRC0380F,Nome não encontrado
Vitamina A (RE),mcg,"99,4",109,BRC0380F,Nome não encontrado
Vitamina A (RAE),mcg,"98,1",107,BRC0380F,Nome não encontrado
Vitamina D,mcg,"0,11","0,12",BRC0380F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,26",BRC0380F,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0380F,Nome não encontrado
Riboflavina,mg,"0,07","0,08",BRC0380F,Nome não encontrado
Niacina,mg,"3,84","4,22",BRC0380F,Nome não encontrado
Vitamina B6,mg,"0,04","0,05",BRC0380F,Nome não encontrado
Vitamina B12,mcg,"4,51","4,96",BRC0380F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0380F,Nome não encontrado
Equivalente de folato,mcg,"8,00","8,80",BRC0380F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0380F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0380F,Nome não encontrado
Gordura de adição,g,-,-,BRC0380F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0380F,Nome não encontrado
Proteína animal,g,-,-,BRC0380F,Nome não encontrado
