componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1577,473,BRC0105K,Nome não encontrado
Energia,kcal,375,112,BRC0105K,Nome não encontrado
Umidade,g,"20,5","6,14",BRC0105K,Nome não encontrado
Carboidrato total,g,"60,3","18,1",BRC0105K,Nome não encontrado
Carboidrato disponível,g,"59,3","17,8",BRC0105K,Nome não encontrado
Proteína,g,"5,33","1,60",BRC0105K,Nome não encontrado
Lipídios,g,"12,7","3,81",BRC0105K,Nome não encontrado
Fibra alimentar,g,"0,94","0,28",BRC0105K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0105K,Nome não encontrado
Cinzas,g,"1,22","0,37",BRC0105K,Nome não encontrado
Colesterol,mg,"16,3","4,89",BRC0105K,Nome não encontrado
Ácidos graxos saturados,g,"2,09","0,63",BRC0105K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,53","2,26",BRC0105K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,44","1,03",BRC0105K,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01",BRC0105K,Nome não encontrado
Cálcio,mg,153,"45,9",BRC0105K,Nome não encontrado
Ferro,mg,"0,72","0,22",BRC0105K,Nome não encontrado
Sódio,mg,"87,1","26,1",BRC0105K,Nome não encontrado
Magnésio,mg,"29,6","8,88",BRC0105K,Nome não encontrado
Fósforo,mg,131,"39,3",BRC0105K,Nome não encontrado
Potássio,mg,257,"77,2",BRC0105K,Nome não encontrado
Manganês,mg,"0,77","0,23",BRC0105K,Nome não encontrado
Zinco,mg,"0,91","0,27",BRC0105K,Nome não encontrado
Cobre,mg,"0,14","0,04",BRC0105K,Nome não encontrado
Selênio,mcg,"0,45","0,13",BRC0105K,Nome não encontrado
Vitamina A (RE),mcg,"39,1","11,7",BRC0105K,Nome não encontrado
Vitamina A (RAE),mcg,"37,5","11,3",BRC0105K,Nome não encontrado
Vitamina D,mcg,"0,12","0,04",BRC0105K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,08",BRC0105K,Nome não encontrado
Tiamina,mg,"0,08","0,02",BRC0105K,Nome não encontrado
Riboflavina,mg,"0,20","0,06",BRC0105K,Nome não encontrado
Niacina,mg,"0,13","0,04",BRC0105K,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0105K,Nome não encontrado
Vitamina B12,mcg,"0,23","0,07",BRC0105K,Nome não encontrado
Vitamina C,mg,"0,07","0,02",BRC0105K,Nome não encontrado
Equivalente de folato,mcg,"9,44","2,83",BRC0105K,Nome não encontrado
Sal de adição,g,,,BRC0105K,Nome não encontrado
Açúcar de adição,g,,,BRC0105K,Nome não encontrado
Gordura de adição,g,-,-,BRC0105K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0105K,Nome não encontrado
Proteína animal,g,-,-,BRC0105K,Nome não encontrado
