componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,128,25,166,BRC0272B,Nome não encontrado
Energia,kcal,31,6,39,BRC0272B,Nome não encontrado
Umidade,g,"92,7","18,5",120,BRC0272B,Nome não encontrado
Carboidrato total,g,"4,68","0,94","6,08",BRC0272B,Nome não encontrado
Carboidrato disponível,g,"3,61","0,72","4,70",BRC0272B,Nome não encontrado
Proteína,g,"0,63","0,13","0,82",BRC0272B,Nome não encontrado
Lipídios,g,"1,29","0,26","1,67",BRC0272B,Nome não encontrado
Fibra alimentar,g,"1,06","0,21","1,38",BRC0272B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Cinzas,g,"0,74","0,15","0,96",BRC0272B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Ácidos graxos saturados,g,"0,25","0,05","0,33",BRC0272B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01","0,04",BRC0272B,Nome não encontrado
Ácidos graxos trans,g,"0,74","0,15","0,96",BRC0272B,Nome não encontrado
Cálcio,mg,"5,57","1,11","7,24",BRC0272B,Nome não encontrado
Ferro,mg,"0,09","0,02","0,11",BRC0272B,Nome não encontrado
Sódio,mg,189,"37,8",245,BRC0272B,Nome não encontrado
Magnésio,mg,"3,53","0,71","4,58",BRC0272B,Nome não encontrado
Fósforo,mg,"8,80","1,76","11,4",BRC0272B,Nome não encontrado
Potássio,mg,"83,1","16,6",107,BRC0272B,Nome não encontrado
Manganês,mg,"0,04","0,01","0,05",BRC0272B,Nome não encontrado
Zinco,mg,"0,08","0,02","0,10",BRC0272B,Nome não encontrado
Cobre,mg,"0,01","0,00","0,02",BRC0272B,Nome não encontrado
Selênio,mcg,"0,12","0,02","0,15",BRC0272B,Nome não encontrado
Vitamina A (RE),mcg,102,"20,4",132,BRC0272B,Nome não encontrado
Vitamina A (RAE),mcg,"51,0","10,2","66,3",BRC0272B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,04","0,23",BRC0272B,Nome não encontrado
Tiamina,mg,"0,02","0,00","0,03",BRC0272B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Niacina,mg,"0,27","0,05","0,35",BRC0272B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,03",BRC0272B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Vitamina C,mg,"1,67","0,33","2,18",BRC0272B,Nome não encontrado
Equivalente de folato,mcg,"5,06","1,01","6,58",BRC0272B,Nome não encontrado
Sal de adição,g,"0,47","0,09","0,61",BRC0272B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0272B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0272B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0272B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0272B,Nome não encontrado
