componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,151,362,249,BRC0247C,Nome não encontrado
Energia,kcal,36,86,59,BRC0247C,Nome não encontrado
Umidade,g,"90,6",217,149,BRC0247C,Nome não encontrado
Carboidrato total,g,"7,73","18,6","12,8",BRC0247C,Nome não encontrado
Carboidrato disponível,g,"5,01","12,0","8,27",BRC0247C,Nome não encontrado
Proteína,g,"0,35","0,84","0,58",BRC0247C,Nome não encontrado
Lipídios,g,"1,03","2,48","1,70",BRC0247C,Nome não encontrado
Fibra alimentar,g,"2,72","6,53","4,49",BRC0247C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Cinzas,g,"0,28","0,68","0,47",BRC0247C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,01",BRC0247C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,06","0,04",BRC0247C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,01","0,01",BRC0247C,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,03","0,02",BRC0247C,Nome não encontrado
Cálcio,mg,"16,0","38,4","26,4",BRC0247C,Nome não encontrado
Ferro,mg,"0,12","0,28","0,19",BRC0247C,Nome não encontrado
Sódio,mg,"3,60","8,64","5,94",BRC0247C,Nome não encontrado
Magnésio,mg,"8,80","21,1","14,5",BRC0247C,Nome não encontrado
Fósforo,mg,"8,40","20,2","13,9",BRC0247C,Nome não encontrado
Potássio,mg,102,246,169,BRC0247C,Nome não encontrado
Manganês,mg,"0,06","0,14","0,10",BRC0247C,Nome não encontrado
Zinco,mg,"0,17","0,41","0,28",BRC0247C,Nome não encontrado
Cobre,mg,"0,04","0,10","0,07",BRC0247C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Vitamina A (RE),mcg,"3,60","8,64","5,94",BRC0247C,Nome não encontrado
Vitamina A (RAE),mcg,"1,20","2,88","1,98",BRC0247C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,53","6,08","4,18",BRC0247C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Niacina,mg,"0,15","0,37","0,25",BRC0247C,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Vitamina C,mg,"15,4","37,0","25,4",BRC0247C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0247C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
Proteína vegetal,g,"0,35","0,84","0,58",BRC0247C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0247C,Nome não encontrado
