componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,248,596,409,BRC0160C,Nome não encontrado
Energia,kcal,59,141,97,BRC0160C,Nome não encontrado
Umidade,g,"86,9",208,143,BRC0160C,Nome não encontrado
Carboidrato total,g,"10,7","25,7","17,7",BRC0160C,Nome não encontrado
Carboidrato disponível,g,"9,87","23,7","16,3",BRC0160C,Nome não encontrado
Proteína,g,"0,36","0,86","0,59",BRC0160C,Nome não encontrado
Lipídios,g,"1,83","4,39","3,02",BRC0160C,Nome não encontrado
Fibra alimentar,g,"0,86","2,07","1,42",BRC0160C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0160C,Nome não encontrado
Cinzas,g,"0,14","0,34","0,23",BRC0160C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0160C,Nome não encontrado
Ácidos graxos saturados,g,"0,35","0,84","0,58",BRC0160C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,95","2,28","1,57",BRC0160C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,36","0,25",BRC0160C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0160C,Nome não encontrado
Cálcio,mg,"11,1","26,6","18,3",BRC0160C,Nome não encontrado
Ferro,mg,"0,13","0,32","0,22",BRC0160C,Nome não encontrado
Sódio,mg,"7,55","18,1","12,5",BRC0160C,Nome não encontrado
Magnésio,mg,"6,36","15,3","10,5",BRC0160C,Nome não encontrado
Fósforo,mg,"5,40","13,0","8,90",BRC0160C,Nome não encontrado
Potássio,mg,"37,7","90,6","62,3",BRC0160C,Nome não encontrado
Manganês,mg,"1,64","3,94","2,71",BRC0160C,Nome não encontrado
Zinco,mg,"0,10","0,23","0,16",BRC0160C,Nome não encontrado
Cobre,mg,"0,07","0,17","0,12",BRC0160C,Nome não encontrado
Selênio,mcg,,,,BRC0160C,Nome não encontrado
Vitamina A (RE),mcg,"11,5","27,7","19,0",BRC0160C,Nome não encontrado
Vitamina A (RAE),mcg,"5,77","13,8","9,52",BRC0160C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0160C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,72","13,7","9,44",BRC0160C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0160C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0160C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0160C,Nome não encontrado
Vitamina B6,mg,"0,04","0,09","0,06",BRC0160C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0160C,Nome não encontrado
Vitamina C,mg,"5,14","12,3","8,47",BRC0160C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0160C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0160C,Nome não encontrado
Açúcar de adição,g,,,,BRC0160C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0160C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0160C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0160C,Nome não encontrado
