componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,364,327,BRC0611B,Nome não encontrado
Energia,kcal,88,79,BRC0611B,Nome não encontrado
Umidade,g,"84,5","76,1",BRC0611B,Nome não encontrado
Carboidrato total,g,"3,56","3,21",BRC0611B,Nome não encontrado
Carboidrato disponível,g,"2,01","1,81",BRC0611B,Nome não encontrado
Proteína,g,"1,21","1,09",BRC0611B,Nome não encontrado
Lipídios,g,"8,02","7,22",BRC0611B,Nome não encontrado
Fibra alimentar,g,"2,34","2,10",BRC0611B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0611B,Nome não encontrado
Cinzas,g,"1,86","1,67",BRC0611B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0611B,Nome não encontrado
Ácidos graxos saturados,g,"1,36","1,22",BRC0611B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,93","2,64",BRC0611B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,16","2,84",BRC0611B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0611B,Nome não encontrado
Cálcio,mg,"26,9","24,2",BRC0611B,Nome não encontrado
Ferro,mg,"1,14","1,03",BRC0611B,Nome não encontrado
Sódio,mg,542,487,BRC0611B,Nome não encontrado
Magnésio,mg,"12,3","11,1",BRC0611B,Nome não encontrado
Fósforo,mg,"24,9","22,4",BRC0611B,Nome não encontrado
Potássio,mg,150,135,BRC0611B,Nome não encontrado
Manganês,mg,"1,47","1,33",BRC0611B,Nome não encontrado
Zinco,mg,"0,27","0,25",BRC0611B,Nome não encontrado
Cobre,mg,"0,12","0,11",BRC0611B,Nome não encontrado
Selênio,mcg,"0,26","0,23",BRC0611B,Nome não encontrado
Vitamina A (RE),mcg,108,"97,9",BRC0611B,Nome não encontrado
Vitamina A (RAE),mcg,"54,4","48,9",BRC0611B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0611B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,05","0,95",BRC0611B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0611B,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0611B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0611B,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0611B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0611B,Nome não encontrado
Vitamina C,mg,"7,72","6,95",BRC0611B,Nome não encontrado
Equivalente de folato,mcg,"17,4","15,6",BRC0611B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0611B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0611B,Nome não encontrado
Gordura de adição,g,-,-,BRC0611B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0611B,Nome não encontrado
Proteína animal,g,-,-,BRC0611B,Nome não encontrado
