componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,224,BRC1082B,Nome não encontrado
Energia,kcal,53,BRC1082B,Nome não encontrado
Umidade,g,"85,2",BRC1082B,Nome não encontrado
Carboidrato total,g,"11,7",BRC1082B,Nome não encontrado
Carboidrato disponível,g,"9,30",BRC1082B,Nome não encontrado
Proteína,g,"1,81",BRC1082B,Nome não encontrado
Lipídios,g,"0,42",BRC1082B,Nome não encontrado
Fibra alimentar,g,"2,45",BRC1082B,Nome não encontrado
Álcool,g,"0,00",BRC1082B,Nome não encontrado
Cinzas,g,"0,84",BRC1082B,Nome não encontrado
Colesterol,mg,"0,00",BRC1082B,Nome não encontrado
Ácidos graxos saturados,g,"0,07",BRC1082B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08",BRC1082B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,23",BRC1082B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1082B,Nome não encontrado
Cálcio,mg,"9,05",BRC1082B,Nome não encontrado
Ferro,mg,"0,54",BRC1082B,Nome não encontrado
Sódio,mg,202,BRC1082B,Nome não encontrado
Magnésio,mg,"16,0",BRC1082B,Nome não encontrado
Fósforo,mg,"28,2",BRC1082B,Nome não encontrado
Potássio,mg,112,BRC1082B,Nome não encontrado
Manganês,mg,"0,06",BRC1082B,Nome não encontrado
Zinco,mg,"0,31",BRC1082B,Nome não encontrado
Cobre,mg,"0,03",BRC1082B,Nome não encontrado
Selênio,mcg,"0,12",BRC1082B,Nome não encontrado
Vitamina A (RE),mcg,"27,2",BRC1082B,Nome não encontrado
Vitamina A (RAE),mcg,"14,7",BRC1082B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1082B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC1082B,Nome não encontrado
Tiamina,mg,"0,25",BRC1082B,Nome não encontrado
Riboflavina,mg,"0,01",BRC1082B,Nome não encontrado
Niacina,mg,"0,44",BRC1082B,Nome não encontrado
Vitamina B6,mg,"0,07",BRC1082B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1082B,Nome não encontrado
Vitamina C,mg,"1,66",BRC1082B,Nome não encontrado
Equivalente de folato,mcg,"10,5",BRC1082B,Nome não encontrado
Sal de adição,g,"0,00",BRC1082B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1082B,Nome não encontrado
Gordura de adição,g,-,BRC1082B,Nome não encontrado
Proteína vegetal,g,-,BRC1082B,Nome não encontrado
Proteína animal,g,-,BRC1082B,Nome não encontrado
