componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (130 g),codigo_alimento,nome_alimento
Energia,kJ,271,351,BRC0023C,Nome não encontrado
Energia,kcal,64,83,BRC0023C,Nome não encontrado
Umidade,g,"83,3",108,BRC0023C,Nome não encontrado
Carboidrato total,g,"15,7","20,3",BRC0023C,Nome não encontrado
Carboidrato disponível,g,"13,6","17,7",BRC0023C,Nome não encontrado
Proteína,g,"0,29","0,38",BRC0023C,Nome não encontrado
Lipídios,g,"0,49","0,64",BRC0023C,Nome não encontrado
Fibra alimentar,g,"2,07","2,69",BRC0023C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0023C,Nome não encontrado
Cinzas,g,"0,23","0,30",BRC0023C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0023C,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,26",BRC0023C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0023C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0023C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0023C,Nome não encontrado
Cálcio,mg,"7,05","9,17",BRC0023C,Nome não encontrado
Ferro,mg,"0,07","0,09",BRC0023C,Nome não encontrado
Sódio,mg,"0,66","0,86",BRC0023C,Nome não encontrado
Magnésio,mg,"15,3","19,9",BRC0023C,Nome não encontrado
Fósforo,mg,"21,0","27,4",BRC0023C,Nome não encontrado
Potássio,mg,418,543,BRC0023C,Nome não encontrado
Manganês,mg,"0,02","0,03",BRC0023C,Nome não encontrado
Zinco,mg,traços,traços,BRC0023C,Nome não encontrado
Cobre,mg,"0,05","0,06",BRC0023C,Nome não encontrado
Selênio,mcg,"0,10","0,13",BRC0023C,Nome não encontrado
Vitamina A (RE),mcg,"7,00","9,10",BRC0023C,Nome não encontrado
Vitamina A (RAE),mcg,"3,50","4,55",BRC0023C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0023C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,69",BRC0023C,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0023C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0023C,Nome não encontrado
Niacina,mg,traços,traços,BRC0023C,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0023C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0023C,Nome não encontrado
Vitamina C,mg,"1,95","2,53",BRC0023C,Nome não encontrado
Equivalente de folato,mcg,"3,47","4,51",BRC0023C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0023C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0023C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0023C,Nome não encontrado
Proteína vegetal,g,"0,29","0,38",BRC0023C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0023C,Nome não encontrado
