componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,164,114,BRC0549B,Nome não encontrado
Energia,kcal,39,27,BRC0549B,Nome não encontrado
Umidade,g,"91,2","63,9",BRC0549B,Nome não encontrado
Carboidrato total,g,"5,31","3,72",BRC0549B,Nome não encontrado
Carboidrato disponível,g,"3,77","2,64",BRC0549B,Nome não encontrado
Proteína,g,"1,03","0,72",BRC0549B,Nome não encontrado
Lipídios,g,"1,89","1,33",BRC0549B,Nome não encontrado
Fibra alimentar,g,"1,55","1,08",BRC0549B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0549B,Nome não encontrado
Cinzas,g,"0,45","0,31",BRC0549B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0549B,Nome não encontrado
Ácidos graxos saturados,g,"0,29","0,20",BRC0549B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,27","0,89",BRC0549B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,15",BRC0549B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0549B,Nome não encontrado
Cálcio,mg,"11,0","7,69",BRC0549B,Nome não encontrado
Ferro,mg,"0,40","0,28",BRC0549B,Nome não encontrado
Sódio,mg,"0,66","0,46",BRC0549B,Nome não encontrado
Magnésio,mg,"10,0","7,01",BRC0549B,Nome não encontrado
Fósforo,mg,"19,4","13,6",BRC0549B,Nome não encontrado
Potássio,mg,191,133,BRC0549B,Nome não encontrado
Manganês,mg,"0,13","0,09",BRC0549B,Nome não encontrado
Zinco,mg,"0,24","0,17",BRC0549B,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0549B,Nome não encontrado
Selênio,mcg,"0,19","0,13",BRC0549B,Nome não encontrado
Vitamina A (RE),mcg,"54,3","38,0",BRC0549B,Nome não encontrado
Vitamina A (RAE),mcg,"27,1","19,0",BRC0549B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0549B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,20","0,84",BRC0549B,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0549B,Nome não encontrado
Riboflavina,mg,"0,03","0,02",BRC0549B,Nome não encontrado
Niacina,mg,"0,01","0,01",BRC0549B,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0549B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0549B,Nome não encontrado
Vitamina C,mg,123,"86,7",BRC0549B,Nome não encontrado
Equivalente de folato,mcg,"24,3","17,0",BRC0549B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0549B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0549B,Nome não encontrado
Gordura de adição,g,-,-,BRC0549B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0549B,Nome não encontrado
Proteína animal,g,-,-,BRC0549B,Nome não encontrado
