componente,unidade,Valor por 100g,Colher sopa rasa (20 g),codigo_alimento,nome_alimento
Energia,kJ,124,24,BRC0927B,Nome não encontrado
Energia,kcal,29,5,BRC0927B,Nome não encontrado
Umidade,g,"90,8","18,2",BRC0927B,Nome não encontrado
Carboidrato total,g,"6,94","1,39",BRC0927B,Nome não encontrado
Carboidrato disponível,g,"4,34","0,87",BRC0927B,Nome não encontrado
Proteína,g,"1,51","0,30",BRC0927B,Nome não encontrado
Lipídios,g,"0,09","0,02",BRC0927B,Nome não encontrado
Fibra alimentar,g,"2,60","0,52",BRC0927B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0927B,Nome não encontrado
Cinzas,g,"0,62","0,12",BRC0927B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0927B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00",BRC0927B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0927B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01",BRC0927B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0927B,Nome não encontrado
Cálcio,mg,"42,0","8,40",BRC0927B,Nome não encontrado
Ferro,mg,"0,66","0,13",BRC0927B,Nome não encontrado
Sódio,mg,"28,0","5,60",BRC0927B,Nome não encontrado
Magnésio,mg,"17,0","3,40",BRC0927B,Nome não encontrado
Fósforo,mg,"33,0","6,60",BRC0927B,Nome não encontrado
Potássio,mg,262,"52,4",BRC0927B,Nome não encontrado
Manganês,mg,"0,22","0,04",BRC0927B,Nome não encontrado
Zinco,mg,"0,25","0,05",BRC0927B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0927B,Nome não encontrado
Selênio,mcg,"2,30","0,46",BRC0927B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0927B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0927B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0927B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12","0,02",BRC0927B,Nome não encontrado
Tiamina,mg,"0,07","0,01",BRC0927B,Nome não encontrado
Riboflavina,mg,"0,06","0,01",BRC0927B,Nome não encontrado
Niacina,mg,"0,38","0,08",BRC0927B,Nome não encontrado
Vitamina B6,mg,"0,23","0,05",BRC0927B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0927B,Nome não encontrado
Vitamina C,mg,"34,4","6,88",BRC0927B,Nome não encontrado
Equivalente de folato,mcg,"24,0","4,80",BRC0927B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0927B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0927B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0927B,Nome não encontrado
Proteína vegetal,g,"1,51","0,30",BRC0927B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0927B,Nome não encontrado
