componente,unidade,Valor por 100g,Colher sopa cheia (24 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,514,123,97,BRC0010B,Nome não encontrado
Energia,kcal,121,29,23,BRC0010B,Nome não encontrado
Umidade,g,"67,1","16,1","12,7",BRC0010B,Nome não encontrado
Carboidrato total,g,"25,8","6,18","4,89",BRC0010B,Nome não encontrado
Carboidrato disponível,g,"22,6","5,42","4,29",BRC0010B,Nome não encontrado
Proteína,g,"5,70","1,37","1,08",BRC0010B,Nome não encontrado
Lipídios,g,"0,20","0,05","0,04",BRC0010B,Nome não encontrado
Fibra alimentar,g,"3,19","0,77","0,61",BRC0010B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Cinzas,g,"1,28","0,31","0,24",BRC0010B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,01","0,01",BRC0010B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0010B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,02","0,02",BRC0010B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Cálcio,mg,"13,7","3,29","2,61",BRC0010B,Nome não encontrado
Ferro,mg,"0,81","0,19","0,15",BRC0010B,Nome não encontrado
Sódio,mg,"5,43","1,30","1,03",BRC0010B,Nome não encontrado
Magnésio,mg,"21,6","5,17","4,09",BRC0010B,Nome não encontrado
Fósforo,mg,150,"36,2","28,7",BRC0010B,Nome não encontrado
Potássio,mg,541,129,102,BRC0010B,Nome não encontrado
Manganês,mg,"0,24","0,06","0,05",BRC0010B,Nome não encontrado
Zinco,mg,"0,83","0,20","0,16",BRC0010B,Nome não encontrado
Cobre,mg,"0,15","0,04","0,03",BRC0010B,Nome não encontrado
Selênio,mcg,"2,24","0,54","0,43",BRC0010B,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,traços,BRC0010B,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,traços,BRC0010B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,98","0,23","0,19",BRC0010B,Nome não encontrado
Tiamina,mg,"0,19","0,04","0,04",BRC0010B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0010B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0010B,Nome não encontrado
Vitamina B6,mg,"0,45","0,11","0,09",BRC0010B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Vitamina C,mg,"24,8","5,95","4,71",BRC0010B,Nome não encontrado
Equivalente de folato,mcg,"2,38","0,57","0,45",BRC0010B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
Proteína vegetal,g,"5,70","1,37","1,08",BRC0010B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0010B,Nome não encontrado
