componente,unidade,Valor por 100g,Colher sopa cheia (24 g),Colher sopa rasa (17 g),codigo_alimento,nome_alimento
Energia,kJ,305,73,51,BRC0013B,Nome não encontrado
Energia,kcal,72,17,12,BRC0013B,Nome não encontrado
Umidade,g,"80,5","19,3","13,7",BRC0013B,Nome não encontrado
Carboidrato total,g,"16,5","3,97","2,81",BRC0013B,Nome não encontrado
Carboidrato disponível,g,"15,2","3,65","2,59",BRC0013B,Nome não encontrado
Proteína,g,"2,04","0,49","0,35",BRC0013B,Nome não encontrado
Lipídios,g,"0,04","0,01","0,01",BRC0013B,Nome não encontrado
Fibra alimentar,g,"1,32","0,32","0,22",BRC0013B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Cinzas,g,"0,85","0,20","0,14",BRC0013B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00","0,00",BRC0013B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0013B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,00","0,00",BRC0013B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Cálcio,mg,"3,78","0,91","0,64",BRC0013B,Nome não encontrado
Ferro,mg,"0,41","0,10","0,07",BRC0013B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0013B,Nome não encontrado
Magnésio,mg,"15,0","3,60","2,55",BRC0013B,Nome não encontrado
Fósforo,mg,"43,9","10,5","7,46",BRC0013B,Nome não encontrado
Potássio,mg,445,106,"75,7",BRC0013B,Nome não encontrado
Manganês,mg,"0,11","0,03","0,02",BRC0013B,Nome não encontrado
Zinco,mg,"0,27","0,06","0,05",BRC0013B,Nome não encontrado
Cobre,mg,"0,11","0,03","0,02",BRC0013B,Nome não encontrado
Selênio,mcg,"0,30","0,07","0,05",BRC0013B,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,traços,BRC0013B,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,traços,BRC0013B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00","0,00",BRC0013B,Nome não encontrado
Tiamina,mg,"0,11","0,03","0,02",BRC0013B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0013B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0013B,Nome não encontrado
Vitamina B6,mg,"0,17","0,04","0,03",BRC0013B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Vitamina C,mg,"35,4","8,49","6,01",BRC0013B,Nome não encontrado
Equivalente de folato,mcg,"16,9","4,07","2,88",BRC0013B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
Proteína vegetal,g,"2,04","0,49","0,35",BRC0013B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0013B,Nome não encontrado
