componente,unidade,Valor por 100g,Porção Média (30 g),codigo_alimento,nome_alimento
Energia,kJ,1724,517,BRC0396A,Nome não encontrado
Energia,kcal,411,123,BRC0396A,Nome não encontrado
Umidade,g,"10,3","3,08",BRC0396A,Nome não encontrado
Carboidrato total,g,"62,1","18,6",BRC0396A,Nome não encontrado
Carboidrato disponível,g,"54,2","16,3",BRC0396A,Nome não encontrado
Proteína,g,"10,7","3,20",BRC0396A,Nome não encontrado
Lipídios,g,"15,1","4,52",BRC0396A,Nome não encontrado
Fibra alimentar,g,"7,83","2,35",BRC0396A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0396A,Nome não encontrado
Cinzas,g,"1,93","0,58",BRC0396A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0396A,Nome não encontrado
Ácidos graxos saturados,g,"2,90","0,87",BRC0396A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,80","1,74",BRC0396A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,16","1,55",BRC0396A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0396A,Nome não encontrado
Cálcio,mg,"81,3","24,4",BRC0396A,Nome não encontrado
Ferro,mg,"3,67","1,10",BRC0396A,Nome não encontrado
Sódio,mg,125,"37,8",BRC0396A,Nome não encontrado
Magnésio,mg,"96,7","29,0",BRC0396A,Nome não encontrado
Fósforo,mg,182,"54,6",BRC0396A,Nome não encontrado
Potássio,mg,363,109,BRC0396A,Nome não encontrado
Manganês,mg,"0,93","0,28",BRC0396A,Nome não encontrado
Zinco,mg,"4,16","1,25",BRC0396A,Nome não encontrado
Cobre,mg,"0,29","0,09",BRC0396A,Nome não encontrado
Selênio,mcg,102,"30,8",BRC0396A,Nome não encontrado
Vitamina A (RE),mcg,"7,38","2,21",BRC0396A,Nome não encontrado
Vitamina A (RAE),mcg,"4,28","1,28",BRC0396A,Nome não encontrado
Vitamina D,mcg,"0,01","0,00",BRC0396A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,85","0,56",BRC0396A,Nome não encontrado
Tiamina,mg,"0,37","0,11",BRC0396A,Nome não encontrado
Riboflavina,mg,"0,35","0,11",BRC0396A,Nome não encontrado
Niacina,mg,"4,52","1,36",BRC0396A,Nome não encontrado
Vitamina B6,mg,"0,28","0,08",BRC0396A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0396A,Nome não encontrado
Vitamina C,mg,"4,50","1,35",BRC0396A,Nome não encontrado
Equivalente de folato,mcg,"20,8","6,24",BRC0396A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0396A,Nome não encontrado
Açúcar de adição,g,,,BRC0396A,Nome não encontrado
Gordura de adição,g,-,-,BRC0396A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0396A,Nome não encontrado
Proteína animal,g,-,-,BRC0396A,Nome não encontrado
