componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,242,60,BRC0060K,Nome não encontrado
Energia,kcal,57,14,BRC0060K,Nome não encontrado
Umidade,g,"85,8","21,4",BRC0060K,Nome não encontrado
Carboidrato total,g,"12,8","3,20",BRC0060K,Nome não encontrado
Carboidrato disponível,g,"12,8","3,20",BRC0060K,Nome não encontrado
Proteína,g,"1,24","0,31",BRC0060K,Nome não encontrado
Lipídios,g,"0,08","0,02",BRC0060K,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0060K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0060K,Nome não encontrado
Cinzas,g,"0,08","0,02",BRC0060K,Nome não encontrado
Colesterol,mg,,,BRC0060K,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0060K,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0060K,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0060K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0060K,Nome não encontrado
Cálcio,mg,"3,86","0,97",BRC0060K,Nome não encontrado
Ferro,mg,"0,05","0,01",BRC0060K,Nome não encontrado
Sódio,mg,"33,8","8,45",BRC0060K,Nome não encontrado
Magnésio,mg,"0,33","0,08",BRC0060K,Nome não encontrado
Fósforo,mg,"0,29","0,07",BRC0060K,Nome não encontrado
Potássio,mg,"1,04","0,26",BRC0060K,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0060K,Nome não encontrado
Zinco,mg,traços,traços,BRC0060K,Nome não encontrado
Cobre,mg,traços,traços,BRC0060K,Nome não encontrado
Selênio,mcg,"1,00","0,25",BRC0060K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0060K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0060K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0060K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0060K,Nome não encontrado
Tiamina,mg,traços,traços,BRC0060K,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0060K,Nome não encontrado
Niacina,mg,traços,traços,BRC0060K,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0060K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0060K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0060K,Nome não encontrado
Equivalente de folato,mcg,"0,91","0,23",BRC0060K,Nome não encontrado
Sal de adição,g,,,BRC0060K,Nome não encontrado
Açúcar de adição,g,,,BRC0060K,Nome não encontrado
Gordura de adição,g,,,BRC0060K,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0060K,Nome não encontrado
Proteína animal,g,"1,24","0,31",BRC0060K,Nome não encontrado
