componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (25 g),codigo_alimento,nome_alimento
Energia,kJ,1024,255,BRC0033N,Nome não encontrado
Energia,kcal,242,60,BRC0033N,Nome não encontrado
Umidade,g,"36,0","9,01",BRC0033N,Nome não encontrado
Carboidrato total,g,"49,8","12,4",BRC0033N,Nome não encontrado
Carboidrato disponível,g,"45,6","11,4",BRC0033N,Nome não encontrado
Proteína,g,"11,5","2,88",BRC0033N,Nome não encontrado
Lipídios,g,"0,53","0,13",BRC0033N,Nome não encontrado
Fibra alimentar,g,"4,21","1,05",BRC0033N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0033N,Nome não encontrado
Cinzas,g,"2,13","0,53",BRC0033N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0033N,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,03",BRC0033N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,23","0,06",BRC0033N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,03",BRC0033N,Nome não encontrado
Ácidos graxos trans,g,-,-,BRC0033N,Nome não encontrado
Cálcio,mg,105,"26,3",BRC0033N,Nome não encontrado
Ferro,mg,"3,57","0,89",BRC0033N,Nome não encontrado
Sódio,mg,536,134,BRC0033N,Nome não encontrado
Magnésio,mg,"25,8","6,44",BRC0033N,Nome não encontrado
Fósforo,mg,135,"33,9",BRC0033N,Nome não encontrado
Potássio,mg,"85,1","21,3",BRC0033N,Nome não encontrado
Manganês,mg,"0,55","0,14",BRC0033N,Nome não encontrado
Zinco,mg,"1,38","0,35",BRC0033N,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0033N,Nome não encontrado
Selênio,mcg,,,BRC0033N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0033N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0033N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0033N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,01",BRC0033N,Nome não encontrado
Tiamina,mg,"0,46","0,11",BRC0033N,Nome não encontrado
Riboflavina,mg,"0,32","0,08",BRC0033N,Nome não encontrado
Niacina,mg,"4,08","1,02",BRC0033N,Nome não encontrado
Vitamina B6,mg,"0,05","0,01",BRC0033N,Nome não encontrado
Vitamina B12,mcg,"0,31","0,08",BRC0033N,Nome não encontrado
Vitamina C,mg,"0,56","0,14",BRC0033N,Nome não encontrado
Equivalente de folato,mcg,154,"38,6",BRC0033N,Nome não encontrado
Sal de adição,g,,,BRC0033N,Nome não encontrado
Açúcar de adição,g,,,BRC0033N,Nome não encontrado
Gordura de adição,g,,,BRC0033N,Nome não encontrado
Proteína vegetal,g,,,BRC0033N,Nome não encontrado
Proteína animal,g,,,BRC0033N,Nome não encontrado
