componente,unidade,Valor por 100g,Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,1564,187,BRC0004R,Nome não encontrado
Energia,kcal,369,44,BRC0004R,Nome não encontrado
Umidade,g,"6,50","0,78",BRC0004R,Nome não encontrado
Carboidrato total,g,"84,6","10,2",BRC0004R,Nome não encontrado
Carboidrato disponível,g,"82,8","9,94",BRC0004R,Nome não encontrado
Proteína,g,"6,40","0,77",BRC0004R,Nome não encontrado
Lipídios,g,"0,90","0,11",BRC0004R,Nome não encontrado
Fibra alimentar,g,"1,80","0,22",BRC0004R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0004R,Nome não encontrado
Cinzas,g,"1,60","0,19",BRC0004R,Nome não encontrado
Colesterol,mg,"0,09","0,01",BRC0004R,Nome não encontrado
Ácidos graxos saturados,g,"0,34","0,04",BRC0004R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,32","0,04",BRC0004R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,02",BRC0004R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0004R,Nome não encontrado
Cálcio,mg,106,"12,7",BRC0004R,Nome não encontrado
Ferro,mg,"1,37","0,16",BRC0004R,Nome não encontrado
Sódio,mg,334,"40,2",BRC0004R,Nome não encontrado
Magnésio,mg,"14,1","1,70",BRC0004R,Nome não encontrado
Fósforo,mg,"82,5","9,90",BRC0004R,Nome não encontrado
Potássio,mg,116,"14,0",BRC0004R,Nome não encontrado
Manganês,mg,,,BRC0004R,Nome não encontrado
Zinco,mg,"0,39","0,05",BRC0004R,Nome não encontrado
Cobre,mg,,,BRC0004R,Nome não encontrado
Selênio,mcg,,,BRC0004R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0004R,Nome não encontrado
Vitamina A (RAE),mcg,"3,67","0,44",BRC0004R,Nome não encontrado
Vitamina D,mcg,"0,02","0,00",BRC0004R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0004R,Nome não encontrado
Tiamina,mg,"0,12","0,01",BRC0004R,Nome não encontrado
Riboflavina,mg,"0,22","0,03",BRC0004R,Nome não encontrado
Niacina,mg,"1,25","0,15",BRC0004R,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0004R,Nome não encontrado
Vitamina B12,mcg,"0,07","0,01",BRC0004R,Nome não encontrado
Vitamina C,mg,"0,12","0,01",BRC0004R,Nome não encontrado
Equivalente de folato,mcg,"60,1","7,22",BRC0004R,Nome não encontrado
Sal de adição,g,,,BRC0004R,Nome não encontrado
Açúcar de adição,g,,,BRC0004R,Nome não encontrado
Gordura de adição,g,,,BRC0004R,Nome não encontrado
Proteína vegetal,g,,,BRC0004R,Nome não encontrado
Proteína animal,g,,,BRC0004R,Nome não encontrado
