componente,unidade,Valor por 100g,Porção Média (150 g),codigo_alimento,nome_alimento
Energia,kJ,606,908,BRC0713A,Nome não encontrado
Energia,kcal,143,214,BRC0713A,Nome não encontrado
Umidade,g,"63,7","95,6",BRC0713A,Nome não encontrado
Carboidrato total,g,"20,1","30,2",BRC0713A,Nome não encontrado
Carboidrato disponível,g,"18,4","27,6",BRC0713A,Nome não encontrado
Proteína,g,"12,9","19,3",BRC0713A,Nome não encontrado
Lipídios,g,"1,63","2,45",BRC0713A,Nome não encontrado
Fibra alimentar,g,"1,74","2,61",BRC0713A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0713A,Nome não encontrado
Cinzas,g,"1,59","2,38",BRC0713A,Nome não encontrado
Colesterol,mg,"25,3","37,9",BRC0713A,Nome não encontrado
Ácidos graxos saturados,g,"0,44","0,66",BRC0713A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,67",BRC0713A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,56",BRC0713A,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,12",BRC0713A,Nome não encontrado
Cálcio,mg,"44,0","66,1",BRC0713A,Nome não encontrado
Ferro,mg,"1,45","2,18",BRC0713A,Nome não encontrado
Sódio,mg,414,622,BRC0713A,Nome não encontrado
Magnésio,mg,"27,9","41,9",BRC0713A,Nome não encontrado
Fósforo,mg,143,215,BRC0713A,Nome não encontrado
Potássio,mg,284,426,BRC0713A,Nome não encontrado
Manganês,mg,"0,54","0,81",BRC0713A,Nome não encontrado
Zinco,mg,"0,80","1,20",BRC0713A,Nome não encontrado
Cobre,mg,"0,07","0,11",BRC0713A,Nome não encontrado
Selênio,mcg,"5,80","8,70",BRC0713A,Nome não encontrado
Vitamina A (RE),mcg,143,215,BRC0713A,Nome não encontrado
Vitamina A (RAE),mcg,"71,9",107,BRC0713A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0713A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,56",BRC0713A,Nome não encontrado
Tiamina,mg,"0,08","0,12",BRC0713A,Nome não encontrado
Riboflavina,mg,"0,03","0,04",BRC0713A,Nome não encontrado
Niacina,mg,"7,04","10,6",BRC0713A,Nome não encontrado
Vitamina B6,mg,"0,07","0,10",BRC0713A,Nome não encontrado
Vitamina B12,mcg,"0,06","0,08",BRC0713A,Nome não encontrado
Vitamina C,mg,"4,06","6,08",BRC0713A,Nome não encontrado
Equivalente de folato,mcg,"55,8","83,7",BRC0713A,Nome não encontrado
Sal de adição,g,,-,BRC0713A,Nome não encontrado
Açúcar de adição,g,,-,BRC0713A,Nome não encontrado
Gordura de adição,g,-,-,BRC0713A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0713A,Nome não encontrado
Proteína animal,g,-,-,BRC0713A,Nome não encontrado
