componente,unidade,Valor por 100g,Colher sopa cheia (27 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,416,112,79,BRC0352B,Nome não encontrado
Energia,kcal,99,26,18,BRC0352B,Nome não encontrado
Umidade,g,"72,3","19,5","13,7",BRC0352B,Nome não encontrado
Carboidrato total,g,"23,0","6,21","4,37",BRC0352B,Nome não encontrado
Carboidrato disponível,g,"15,8","4,27","3,01",BRC0352B,Nome não encontrado
Proteína,g,"2,37","0,64","0,45",BRC0352B,Nome não encontrado
Lipídios,g,"1,34","0,36","0,25",BRC0352B,Nome não encontrado
Fibra alimentar,g,"7,19","1,94","1,37",BRC0352B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0352B,Nome não encontrado
Cinzas,g,"0,95","0,26","0,18",BRC0352B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0352B,Nome não encontrado
Ácidos graxos saturados,g,"0,22","0,06","0,04",BRC0352B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,08","0,05",BRC0352B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,21","0,15",BRC0352B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0352B,Nome não encontrado
Cálcio,mg,"4,63","1,25","0,88",BRC0352B,Nome não encontrado
Ferro,mg,"0,23","0,06","0,04",BRC0352B,Nome não encontrado
Sódio,mg,"0,10","0,03","0,02",BRC0352B,Nome não encontrado
Magnésio,mg,"11,9","3,23","2,27",BRC0352B,Nome não encontrado
Fósforo,mg,"37,4","10,1","7,10",BRC0352B,Nome não encontrado
Potássio,mg,220,"59,6","41,9",BRC0352B,Nome não encontrado
Manganês,mg,"0,02","0,01","0,00",BRC0352B,Nome não encontrado
Zinco,mg,"0,19","0,05","0,04",BRC0352B,Nome não encontrado
Cobre,mg,"0,07","0,02","0,01",BRC0352B,Nome não encontrado
Selênio,mcg,"0,90","0,24","0,17",BRC0352B,Nome não encontrado
Vitamina A (RE),mcg,"9,95","2,69","1,89",BRC0352B,Nome não encontrado
Vitamina A (RAE),mcg,"4,97","1,34","0,94",BRC0352B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0352B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,12","0,08",BRC0352B,Nome não encontrado
Tiamina,mg,"0,10","0,03","0,02",BRC0352B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0352B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0352B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0352B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0352B,Nome não encontrado
Vitamina C,mg,"7,69","2,08","1,46",BRC0352B,Nome não encontrado
Equivalente de folato,mcg,"14,2","3,84","2,70",BRC0352B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0352B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0352B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0352B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0352B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0352B,Nome não encontrado
