componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,224,537,369,BRC0223C,Nome não encontrado
Energia,kcal,53,127,87,BRC0223C,Nome não encontrado
Umidade,g,"86,6",207,142,BRC0223C,Nome não encontrado
Carboidrato total,g,"13,1","31,5","21,6",BRC0223C,Nome não encontrado
Carboidrato disponível,g,"12,8","30,8","21,2",BRC0223C,Nome não encontrado
Proteína,g,"0,11","0,26","0,18",BRC0223C,Nome não encontrado
Lipídios,g,"0,06","0,14","0,10",BRC0223C,Nome não encontrado
Fibra alimentar,g,"0,30","0,72","0,50",BRC0223C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0223C,Nome não encontrado
Cinzas,g,"0,08","0,19","0,13",BRC0223C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0223C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0223C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,04",BRC0223C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,03","0,02",BRC0223C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0223C,Nome não encontrado
Cálcio,mg,"17,0","40,8","28,1",BRC0223C,Nome não encontrado
Ferro,mg,"0,36","0,86","0,59",BRC0223C,Nome não encontrado
Sódio,mg,"5,00","12,0","8,25",BRC0223C,Nome não encontrado
Magnésio,mg,"3,00","7,20","4,95",BRC0223C,Nome não encontrado
Fósforo,mg,"2,00","4,80","3,30",BRC0223C,Nome não encontrado
Potássio,mg,"24,0","57,6","39,6",BRC0223C,Nome não encontrado
Manganês,mg,,,,BRC0223C,Nome não encontrado
Zinco,mg,"0,02","0,05","0,03",BRC0223C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,02",BRC0223C,Nome não encontrado
Selênio,mcg,"0,40","0,96","0,66",BRC0223C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0223C,Nome não encontrado
Vitamina A (RAE),mcg,"35,0","84,0","57,8",BRC0223C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0223C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,50","0,35",BRC0223C,Nome não encontrado
Tiamina,mg,"0,00","0,01","0,00",BRC0223C,Nome não encontrado
Riboflavina,mg,"0,00","0,01","0,00",BRC0223C,Nome não encontrado
Niacina,mg,"0,08","0,19","0,13",BRC0223C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,02",BRC0223C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0223C,Nome não encontrado
Vitamina C,mg,"15,2","36,5","25,1",BRC0223C,Nome não encontrado
Equivalente de folato,mcg,"7,00","16,8","11,6",BRC0223C,Nome não encontrado
Sal de adição,g,,,,BRC0223C,Nome não encontrado
Açúcar de adição,g,,,,BRC0223C,Nome não encontrado
Gordura de adição,g,,,,BRC0223C,Nome não encontrado
Proteína vegetal,g,"0,11","0,26","0,18",BRC0223C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0223C,Nome não encontrado
