componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,664,132,BRC0188T,Nome não encontrado
Energia,kcal,158,31,BRC0188T,Nome não encontrado
Umidade,g,"52,0","10,4",BRC0188T,Nome não encontrado
Carboidrato total,g,"19,0","3,80",BRC0188T,Nome não encontrado
Carboidrato disponível,g,"13,7","2,74",BRC0188T,Nome não encontrado
Proteína,g,"12,0","2,40",BRC0188T,Nome não encontrado
Lipídios,g,"5,00","1,00",BRC0188T,Nome não encontrado
Fibra alimentar,g,"5,31","1,06",BRC0188T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0188T,Nome não encontrado
Cinzas,g,"12,0","2,40",BRC0188T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0188T,Nome não encontrado
Ácidos graxos saturados,g,"0,85","0,17",BRC0188T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,93","0,19",BRC0188T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,40","0,48",BRC0188T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0188T,Nome não encontrado
Cálcio,mg,"6,50","1,30",BRC0188T,Nome não encontrado
Ferro,mg,"0,28","0,06",BRC0188T,Nome não encontrado
Sódio,mg,425,"85,0",BRC0188T,Nome não encontrado
Magnésio,mg,"5,47","1,09",BRC0188T,Nome não encontrado
Fósforo,mg,"18,1","3,63",BRC0188T,Nome não encontrado
Potássio,mg,"23,9","4,79",BRC0188T,Nome não encontrado
Manganês,mg,,,BRC0188T,Nome não encontrado
Zinco,mg,"0,29","0,06",BRC0188T,Nome não encontrado
Cobre,mg,,,BRC0188T,Nome não encontrado
Selênio,mcg,,,BRC0188T,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0188T,Nome não encontrado
Vitamina A (RAE),mcg,"44,2","8,85",BRC0188T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0188T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,02",BRC0188T,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0188T,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0188T,Nome não encontrado
Niacina,mg,"0,10","0,02",BRC0188T,Nome não encontrado
Vitamina B6,mg,"0,02","0,00",BRC0188T,Nome não encontrado
Vitamina B12,mcg,"0,01","0,00",BRC0188T,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0188T,Nome não encontrado
Equivalente de folato,mcg,"2,17","0,43",BRC0188T,Nome não encontrado
Sal de adição,g,,,BRC0188T,Nome não encontrado
Açúcar de adição,g,,,BRC0188T,Nome não encontrado
Gordura de adição,g,,,BRC0188T,Nome não encontrado
Proteína vegetal,g,"12,0","2,40",BRC0188T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0188T,Nome não encontrado
