componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,650,715,BRC0767B,Nome não encontrado
Energia,kcal,155,170,BRC0767B,Nome não encontrado
Umidade,g,"69,0","75,9",BRC0767B,Nome não encontrado
Carboidrato total,g,"16,3","17,9",BRC0767B,Nome não encontrado
Carboidrato disponível,g,"15,0","16,5",BRC0767B,Nome não encontrado
Proteína,g,"6,32","6,95",BRC0767B,Nome não encontrado
Lipídios,g,"7,43","8,18",BRC0767B,Nome não encontrado
Fibra alimentar,g,"1,23","1,35",BRC0767B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0767B,Nome não encontrado
Cinzas,g,"0,97","1,07",BRC0767B,Nome não encontrado
Colesterol,mg,"72,6","79,9",BRC0767B,Nome não encontrado
Ácidos graxos saturados,g,"3,75","4,13",BRC0767B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,85","2,03",BRC0767B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,91","1,00",BRC0767B,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,22",BRC0767B,Nome não encontrado
Cálcio,mg,"77,9","85,7",BRC0767B,Nome não encontrado
Ferro,mg,"0,79","0,87",BRC0767B,Nome não encontrado
Sódio,mg,176,193,BRC0767B,Nome não encontrado
Magnésio,mg,"21,4","23,6",BRC0767B,Nome não encontrado
Fósforo,mg,115,126,BRC0767B,Nome não encontrado
Potássio,mg,124,137,BRC0767B,Nome não encontrado
Manganês,mg,"0,09","0,10",BRC0767B,Nome não encontrado
Zinco,mg,"0,60","0,66",BRC0767B,Nome não encontrado
Cobre,mg,"0,13","0,14",BRC0767B,Nome não encontrado
Selênio,mcg,"0,33","0,36",BRC0767B,Nome não encontrado
Vitamina A (RE),mcg,"62,7","69,0",BRC0767B,Nome não encontrado
Vitamina A (RAE),mcg,"59,1","65,0",BRC0767B,Nome não encontrado
Vitamina D,mcg,"0,05","0,05",BRC0767B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,87",BRC0767B,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0767B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0767B,Nome não encontrado
Niacina,mg,"0,06","0,07",BRC0767B,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0767B,Nome não encontrado
Vitamina B12,mcg,"0,46","0,51",BRC0767B,Nome não encontrado
Vitamina C,mg,"8,56","9,42",BRC0767B,Nome não encontrado
Equivalente de folato,mcg,"13,2","14,5",BRC0767B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0767B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0767B,Nome não encontrado
Gordura de adição,g,-,-,BRC0767B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0767B,Nome não encontrado
Proteína animal,g,-,-,BRC0767B,Nome não encontrado
