componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1291,645,BRC0094C,Nome não encontrado
Energia,kcal,304,152,BRC0094C,Nome não encontrado
Umidade,g,"21,1","10,6",BRC0094C,Nome não encontrado
Carboidrato total,g,"75,7","37,8",BRC0094C,Nome não encontrado
Carboidrato disponível,g,"71,8","35,9",BRC0094C,Nome não encontrado
Proteína,g,"2,17","1,08",BRC0094C,Nome não encontrado
Lipídios,g,"0,05","0,03",BRC0094C,Nome não encontrado
Fibra alimentar,g,"3,83","1,92",BRC0094C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0094C,Nome não encontrado
Cinzas,g,"0,99","0,49",BRC0094C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0094C,Nome não encontrado
Ácidos graxos saturados,g,,traços,BRC0094C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0094C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0094C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0094C,Nome não encontrado
Cálcio,mg,"12,0","5,98",BRC0094C,Nome não encontrado
Ferro,mg,"0,61","0,31",BRC0094C,Nome não encontrado
Sódio,mg,"9,88","4,94",BRC0094C,Nome não encontrado
Magnésio,mg,"49,2","24,6",BRC0094C,Nome não encontrado
Fósforo,mg,"36,9","18,4",BRC0094C,Nome não encontrado
Potássio,mg,518,259,BRC0094C,Nome não encontrado
Manganês,mg,"0,16","0,08",BRC0094C,Nome não encontrado
Zinco,mg,"0,30","0,15",BRC0094C,Nome não encontrado
Cobre,mg,"0,17","0,08",BRC0094C,Nome não encontrado
Selênio,mcg,,traços,BRC0094C,Nome não encontrado
Vitamina A (RE),mcg,,traços,BRC0094C,Nome não encontrado
Vitamina A (RAE),mcg,,traços,BRC0094C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0094C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,traços,BRC0094C,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0094C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0094C,Nome não encontrado
Niacina,mg,"1,41","0,71",BRC0094C,Nome não encontrado
Vitamina B6,mg,"0,06","0,03",BRC0094C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0094C,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0094C,Nome não encontrado
Equivalente de folato,mcg,,traços,BRC0094C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0094C,Nome não encontrado
Açúcar de adição,g,,traços,BRC0094C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0094C,Nome não encontrado
Proteína vegetal,g,"2,17","1,08",BRC0094C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0094C,Nome não encontrado
