componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,648,BRC1031F,Nome não encontrado
Energia,kcal,154,BRC1031F,Nome não encontrado
Umidade,g,"67,8",BRC1031F,Nome não encontrado
Carboidrato total,g,"2,70",BRC1031F,Nome não encontrado
Carboidrato disponível,g,"2,70",BRC1031F,Nome não encontrado
Proteína,g,"21,7",BRC1031F,Nome não encontrado
Lipídios,g,"6,31",BRC1031F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1031F,Nome não encontrado
Álcool,g,"0,00",BRC1031F,Nome não encontrado
Cinzas,g,"1,55",BRC1031F,Nome não encontrado
Colesterol,mg,217,BRC1031F,Nome não encontrado
Ácidos graxos saturados,g,"1,12",BRC1031F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,40",BRC1031F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,43",BRC1031F,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC1031F,Nome não encontrado
Cálcio,mg,142,BRC1031F,Nome não encontrado
Ferro,mg,"1,12",BRC1031F,Nome não encontrado
Sódio,mg,"74,2",BRC1031F,Nome não encontrado
Magnésio,mg,"27,1",BRC1031F,Nome não encontrado
Fósforo,mg,199,BRC1031F,Nome não encontrado
Potássio,mg,364,BRC1031F,Nome não encontrado
Manganês,mg,,BRC1031F,Nome não encontrado
Zinco,mg,"1,51",BRC1031F,Nome não encontrado
Cobre,mg,"0,37",BRC1031F,Nome não encontrado
Selênio,mcg,,BRC1031F,Nome não encontrado
Vitamina A (RE),mcg,,BRC1031F,Nome não encontrado
Vitamina A (RAE),mcg,"65,2",BRC1031F,Nome não encontrado
Vitamina D,mcg,"0,78",BRC1031F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,43",BRC1031F,Nome não encontrado
Tiamina,mg,"0,17",BRC1031F,Nome não encontrado
Riboflavina,mg,"0,34",BRC1031F,Nome não encontrado
Niacina,mg,"1,63",BRC1031F,Nome não encontrado
Vitamina B6,mg,"0,14",BRC1031F,Nome não encontrado
Vitamina B12,mcg,"0,54",BRC1031F,Nome não encontrado
Vitamina C,mg,,BRC1031F,Nome não encontrado
Equivalente de folato,mcg,"21,9",BRC1031F,Nome não encontrado
Sal de adição,g,"0,00",BRC1031F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1031F,Nome não encontrado
Gordura de adição,g,,BRC1031F,Nome não encontrado
Proteína vegetal,g,"0,00",BRC1031F,Nome não encontrado
Proteína animal,g,"21,7",BRC1031F,Nome não encontrado
