componente,unidade,Valor por 100g,Colher sopa cheia (200 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,233,465,302,BRC0747B,Nome não encontrado
Energia,kcal,56,111,72,BRC0747B,Nome não encontrado
Umidade,g,"89,5",178,116,BRC0747B,Nome não encontrado
Carboidrato total,g,"5,26","10,5","6,84",BRC0747B,Nome não encontrado
Carboidrato disponível,g,"4,76","9,52","6,19",BRC0747B,Nome não encontrado
Proteína,g,"1,50","3,00","1,95",BRC0747B,Nome não encontrado
Lipídios,g,"3,30","6,60","4,29",BRC0747B,Nome não encontrado
Fibra alimentar,g,"0,50","1,01","0,65",BRC0747B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0747B,Nome não encontrado
Cinzas,g,"0,47","0,94","0,61",BRC0747B,Nome não encontrado
Colesterol,mg,"7,41","14,8","9,64",BRC0747B,Nome não encontrado
Ácidos graxos saturados,g,"1,64","3,29","2,14",BRC0747B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,84","1,69","1,10",BRC0747B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52","1,05","0,68",BRC0747B,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,12","0,08",BRC0747B,Nome não encontrado
Cálcio,mg,"38,4","76,9","50,0",BRC0747B,Nome não encontrado
Ferro,mg,"0,37","0,73","0,47",BRC0747B,Nome não encontrado
Sódio,mg,"92,3",184,119,BRC0747B,Nome não encontrado
Magnésio,mg,"7,74","15,5","10,1",BRC0747B,Nome não encontrado
Fósforo,mg,"38,2","76,4","49,6",BRC0747B,Nome não encontrado
Potássio,mg,130,261,169,BRC0747B,Nome não encontrado
Manganês,mg,"0,06","0,12","0,08",BRC0747B,Nome não encontrado
Zinco,mg,"0,19","0,38","0,25",BRC0747B,Nome não encontrado
Cobre,mg,"0,05","0,10","0,06",BRC0747B,Nome não encontrado
Selênio,mcg,"1,51","3,02","1,96",BRC0747B,Nome não encontrado
Vitamina A (RE),mcg,"82,0",164,106,BRC0747B,Nome não encontrado
Vitamina A (RAE),mcg,"64,8",129,"84,2",BRC0747B,Nome não encontrado
Vitamina D,mcg,"0,33","0,65","0,43",BRC0747B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,68","0,44",BRC0747B,Nome não encontrado
Tiamina,mg,"0,03","0,06","0,04",BRC0747B,Nome não encontrado
Riboflavina,mg,"0,07","0,14","0,09",BRC0747B,Nome não encontrado
Niacina,mg,"0,63","1,25","0,81",BRC0747B,Nome não encontrado
Vitamina B6,mg,"0,04","0,08","0,05",BRC0747B,Nome não encontrado
Vitamina B12,mcg,"0,10","0,20","0,13",BRC0747B,Nome não encontrado
Vitamina C,mg,"7,39","14,8","9,60",BRC0747B,Nome não encontrado
Equivalente de folato,mcg,"6,24","12,5","8,12",BRC0747B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0747B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0747B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0747B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0747B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0747B,Nome não encontrado
