componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,1129,564,BRC1049A,Nome não encontrado
Energia,kcal,267,133,BRC1049A,Nome não encontrado
Umidade,g,"39,4","19,7",BRC1049A,Nome não encontrado
Carboidrato total,g,"50,0","25,0",BRC1049A,Nome não encontrado
Carboidrato disponível,g,"49,6","24,8",BRC1049A,Nome não encontrado
Proteína,g,"4,31","2,16",BRC1049A,Nome não encontrado
Lipídios,g,"5,65","2,83",BRC1049A,Nome não encontrado
Fibra alimentar,g,"0,47","0,24",BRC1049A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1049A,Nome não encontrado
Cinzas,g,"0,57","0,28",BRC1049A,Nome não encontrado
Colesterol,mg,"0,62","0,31",BRC1049A,Nome não encontrado
Ácidos graxos saturados,g,"1,08","0,54",BRC1049A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,36","0,68",BRC1049A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,17","1,58",BRC1049A,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,04",BRC1049A,Nome não encontrado
Cálcio,mg,"8,28","4,14",BRC1049A,Nome não encontrado
Ferro,mg,"9,68","4,84",BRC1049A,Nome não encontrado
Sódio,mg,"9,62","4,81",BRC1049A,Nome não encontrado
Magnésio,mg,"17,9","8,94",BRC1049A,Nome não encontrado
Fósforo,mg,"71,3","35,6",BRC1049A,Nome não encontrado
Potássio,mg,"59,2","29,6",BRC1049A,Nome não encontrado
Manganês,mg,"0,61","0,30",BRC1049A,Nome não encontrado
Zinco,mg,"3,40","1,70",BRC1049A,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC1049A,Nome não encontrado
Selênio,mcg,"0,24","0,12",BRC1049A,Nome não encontrado
Vitamina A (RE),mcg,"2,48","1,24",BRC1049A,Nome não encontrado
Vitamina A (RAE),mcg,"2,44","1,22",BRC1049A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1049A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,35","0,17",BRC1049A,Nome não encontrado
Tiamina,mg,"0,79","0,39",BRC1049A,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC1049A,Nome não encontrado
Niacina,mg,"0,07","0,04",BRC1049A,Nome não encontrado
Vitamina B6,mg,"0,95","0,48",BRC1049A,Nome não encontrado
Vitamina B12,mcg,"0,02","0,01",BRC1049A,Nome não encontrado
Vitamina C,mg,"72,9","36,5",BRC1049A,Nome não encontrado
Equivalente de folato,mcg,"17,8","8,89",BRC1049A,Nome não encontrado
Sal de adição,g,"1,25","0,63",BRC1049A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1049A,Nome não encontrado
Gordura de adição,g,-,-,BRC1049A,Nome não encontrado
Proteína vegetal,g,-,-,BRC1049A,Nome não encontrado
Proteína animal,g,-,-,BRC1049A,Nome não encontrado
