componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,233,23,BRC0716B,Nome não encontrado
Energia,kcal,55,5,BRC0716B,Nome não encontrado
Umidade,g,"83,2","8,32",BRC0716B,Nome não encontrado
Carboidrato total,g,"12,9","1,29",BRC0716B,Nome não encontrado
Carboidrato disponível,g,"9,08","0,91",BRC0716B,Nome não encontrado
Proteína,g,"1,22","0,12",BRC0716B,Nome não encontrado
Lipídios,g,"0,74","0,07",BRC0716B,Nome não encontrado
Fibra alimentar,g,"3,82","0,38",BRC0716B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0716B,Nome não encontrado
Cinzas,g,"1,94","0,19",BRC0716B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0716B,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0716B,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0716B,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0716B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0716B,Nome não encontrado
Cálcio,mg,227,"22,7",BRC0716B,Nome não encontrado
Ferro,mg,"7,07","0,71",BRC0716B,Nome não encontrado
Sódio,mg,,,BRC0716B,Nome não encontrado
Magnésio,mg,"64,2","6,42",BRC0716B,Nome não encontrado
Fósforo,mg,249,"24,9",BRC0716B,Nome não encontrado
Potássio,mg,119,"12,0",BRC0716B,Nome não encontrado
Manganês,mg,"0,91","0,09",BRC0716B,Nome não encontrado
Zinco,mg,"0,73","0,07",BRC0716B,Nome não encontrado
Cobre,mg,"0,09","0,01",BRC0716B,Nome não encontrado
Selênio,mcg,,,BRC0716B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0716B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0716B,Nome não encontrado
Vitamina D,mcg,,,BRC0716B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0716B,Nome não encontrado
Tiamina,mg,,,BRC0716B,Nome não encontrado
Riboflavina,mg,,,BRC0716B,Nome não encontrado
Niacina,mg,,,BRC0716B,Nome não encontrado
Vitamina B6,mg,,,BRC0716B,Nome não encontrado
Vitamina B12,mcg,,,BRC0716B,Nome não encontrado
Vitamina C,mg,,,BRC0716B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0716B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0716B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0716B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0716B,Nome não encontrado
Proteína vegetal,g,"1,22","0,12",BRC0716B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0716B,Nome não encontrado
