componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,1384,276,BRC0081A,Nome não encontrado
Energia,kcal,328,65,BRC0081A,Nome não encontrado
Umidade,g,"10,8","2,16",BRC0081A,Nome não encontrado
Carboidrato total,g,"73,3","14,7",BRC0081A,Nome não encontrado
Carboidrato disponível,g,"57,8","11,6",BRC0081A,Nome não encontrado
Proteína,g,"12,5","2,50",BRC0081A,Nome não encontrado
Lipídios,g,"1,75","0,35",BRC0081A,Nome não encontrado
Fibra alimentar,g,"15,5","3,10",BRC0081A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0081A,Nome não encontrado
Cinzas,g,"1,66","0,33",BRC0081A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0081A,Nome não encontrado
Ácidos graxos saturados,g,"0,30","0,06",BRC0081A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,06",BRC0081A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,16",BRC0081A,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0081A,Nome não encontrado
Cálcio,mg,"33,9","6,78",BRC0081A,Nome não encontrado
Ferro,mg,"4,73","0,95",BRC0081A,Nome não encontrado
Sódio,mg,"41,4","8,28",BRC0081A,Nome não encontrado
Magnésio,mg,120,"24,0",BRC0081A,Nome não encontrado
Fósforo,mg,339,"68,0",BRC0081A,Nome não encontrado
Potássio,mg,333,"66,7",BRC0081A,Nome não encontrado
Manganês,mg,"3,86","0,77",BRC0081A,Nome não encontrado
Zinco,mg,"2,66","0,53",BRC0081A,Nome não encontrado
Cobre,mg,"0,56","0,11",BRC0081A,Nome não encontrado
Selênio,mcg,"14,4","2,89",BRC0081A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0081A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0081A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0081A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,65","0,33",BRC0081A,Nome não encontrado
Tiamina,mg,"0,29","0,06",BRC0081A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0081A,Nome não encontrado
Niacina,mg,traços,traços,BRC0081A,Nome não encontrado
Vitamina B6,mg,"0,08","0,02",BRC0081A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0081A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0081A,Nome não encontrado
Equivalente de folato,mcg,"34,1","6,81",BRC0081A,Nome não encontrado
Sal de adição,g,,,BRC0081A,Nome não encontrado
Açúcar de adição,g,,,BRC0081A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0081A,Nome não encontrado
Proteína vegetal,g,"12,5","2,50",BRC0081A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0081A,Nome não encontrado
