componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,399,BRC0200K,Nome não encontrado
Energia,kcal,95,BRC0200K,Nome não encontrado
Umidade,g,"79,1",BRC0200K,Nome não encontrado
Carboidrato total,g,"14,4",BRC0200K,Nome não encontrado
Carboidrato disponível,g,"14,4",BRC0200K,Nome não encontrado
Proteína,g,"2,68",BRC0200K,Nome não encontrado
Lipídios,g,"2,92",BRC0200K,Nome não encontrado
Fibra alimentar,g,"0,02",BRC0200K,Nome não encontrado
Álcool,g,"0,00",BRC0200K,Nome não encontrado
Cinzas,g,"0,89",BRC0200K,Nome não encontrado
Colesterol,mg,"11,1",BRC0200K,Nome não encontrado
Ácidos graxos saturados,g,"1,81",BRC0200K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,86",BRC0200K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13",BRC0200K,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0200K,Nome não encontrado
Cálcio,mg,125,BRC0200K,Nome não encontrado
Ferro,mg,"0,18",BRC0200K,Nome não encontrado
Sódio,mg,"68,2",BRC0200K,Nome não encontrado
Magnésio,mg,"10,2",BRC0200K,Nome não encontrado
Fósforo,mg,105,BRC0200K,Nome não encontrado
Potássio,mg,141,BRC0200K,Nome não encontrado
Manganês,mg,"0,10",BRC0200K,Nome não encontrado
Zinco,mg,"0,36",BRC0200K,Nome não encontrado
Cobre,mg,"0,02",BRC0200K,Nome não encontrado
Selênio,mcg,"4,39",BRC0200K,Nome não encontrado
Vitamina A (RE),mcg,"44,6",BRC0200K,Nome não encontrado
Vitamina A (RAE),mcg,"43,9",BRC0200K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0200K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07",BRC0200K,Nome não encontrado
Tiamina,mg,"0,04",BRC0200K,Nome não encontrado
Riboflavina,mg,"0,22",BRC0200K,Nome não encontrado
Niacina,mg,"1,37",BRC0200K,Nome não encontrado
Vitamina B6,mg,"0,00",BRC0200K,Nome não encontrado
Vitamina B12,mcg,"0,34",BRC0200K,Nome não encontrado
Vitamina C,mg,"14,0",BRC0200K,Nome não encontrado
Equivalente de folato,mcg,"4,66",BRC0200K,Nome não encontrado
Sal de adição,g,,BRC0200K,Nome não encontrado
Açúcar de adição,g,,BRC0200K,Nome não encontrado
Gordura de adição,g,-,BRC0200K,Nome não encontrado
Proteína vegetal,g,-,BRC0200K,Nome não encontrado
Proteína animal,g,-,BRC0200K,Nome não encontrado
