componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,429,235,171,BRC0552A,Nome não encontrado
Energia,kcal,102,56,40,BRC0552A,Nome não encontrado
Umidade,g,"76,2","41,9","30,5",BRC0552A,Nome não encontrado
Carboidrato total,g,"17,9","9,86","7,17",BRC0552A,Nome não encontrado
Carboidrato disponível,g,"15,6","8,56","6,22",BRC0552A,Nome não encontrado
Proteína,g,"2,55","1,40","1,02",BRC0552A,Nome não encontrado
Lipídios,g,"2,76","1,52","1,10",BRC0552A,Nome não encontrado
Fibra alimentar,g,"2,37","1,30","0,95",BRC0552A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0552A,Nome não encontrado
Cinzas,g,"0,61","0,33","0,24",BRC0552A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0552A,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,28","0,21",BRC0552A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,71","0,39","0,28",BRC0552A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,43","0,79","0,57",BRC0552A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0552A,Nome não encontrado
Cálcio,mg,"61,9","34,0","24,7",BRC0552A,Nome não encontrado
Ferro,mg,"0,24","0,13","0,10",BRC0552A,Nome não encontrado
Sódio,mg,"3,16","1,74","1,26",BRC0552A,Nome não encontrado
Magnésio,mg,"26,9","14,8","10,8",BRC0552A,Nome não encontrado
Fósforo,mg,"43,7","24,0","17,5",BRC0552A,Nome não encontrado
Potássio,mg,191,105,"76,4",BRC0552A,Nome não encontrado
Manganês,mg,"0,25","0,14","0,10",BRC0552A,Nome não encontrado
Zinco,mg,"0,26","0,14","0,10",BRC0552A,Nome não encontrado
Cobre,mg,"0,03","0,02","0,01",BRC0552A,Nome não encontrado
Selênio,mcg,"0,65","0,35","0,26",BRC0552A,Nome não encontrado
Vitamina A (RE),mcg,116,"64,2","46,7",BRC0552A,Nome não encontrado
Vitamina A (RAE),mcg,"58,3","32,1","23,3",BRC0552A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0552A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,37","0,27",BRC0552A,Nome não encontrado
Tiamina,mg,"0,09","0,05","0,03",BRC0552A,Nome não encontrado
Riboflavina,mg,"0,05","0,03","0,02",BRC0552A,Nome não encontrado
Niacina,mg,"0,35","0,19","0,14",BRC0552A,Nome não encontrado
Vitamina B6,mg,"0,08","0,04","0,03",BRC0552A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0552A,Nome não encontrado
Vitamina C,mg,"9,72","5,35","3,89",BRC0552A,Nome não encontrado
Equivalente de folato,mcg,"6,97","3,83","2,79",BRC0552A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0552A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0552A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0552A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0552A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0552A,Nome não encontrado
