componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,105,26,18,BRC0480B,Nome não encontrado
Energia,kcal,25,6,4,BRC0480B,Nome não encontrado
Umidade,g,"92,3","23,1","16,6",BRC0480B,Nome não encontrado
Carboidrato total,g,"5,67","1,42","1,02",BRC0480B,Nome não encontrado
Carboidrato disponível,g,"4,02","1,00","0,72",BRC0480B,Nome não encontrado
Proteína,g,"1,08","0,27","0,19",BRC0480B,Nome não encontrado
Lipídios,g,"0,15","0,04","0,03",BRC0480B,Nome não encontrado
Fibra alimentar,g,"1,65","0,41","0,30",BRC0480B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0480B,Nome não encontrado
Cinzas,g,"0,78","0,19","0,14",BRC0480B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0480B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00","0,00",BRC0480B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0480B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01","0,00",BRC0480B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0480B,Nome não encontrado
Cálcio,mg,"6,68","1,67","1,20",BRC0480B,Nome não encontrado
Ferro,mg,"0,35","0,09","0,06",BRC0480B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0480B,Nome não encontrado
Magnésio,mg,"11,5","2,89","2,08",BRC0480B,Nome não encontrado
Fósforo,mg,"20,7","5,17","3,72",BRC0480B,Nome não encontrado
Potássio,mg,218,"54,7","39,4",BRC0480B,Nome não encontrado
Manganês,mg,"0,07","0,02","0,01",BRC0480B,Nome não encontrado
Zinco,mg,"0,19","0,05","0,03",BRC0480B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0480B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0480B,Nome não encontrado
Vitamina A (RE),mcg,"68,4","17,1","12,3",BRC0480B,Nome não encontrado
Vitamina A (RAE),mcg,"34,2","8,55","6,16",BRC0480B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0480B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,80","0,20","0,14",BRC0480B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0480B,Nome não encontrado
Riboflavina,mg,"0,06","0,01","0,01",BRC0480B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0480B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,00",BRC0480B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0480B,Nome não encontrado
Vitamina C,mg,131,"32,8","23,6",BRC0480B,Nome não encontrado
Equivalente de folato,mcg,"30,4","7,60","5,47",BRC0480B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0480B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0480B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0480B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0480B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0480B,Nome não encontrado
