componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,323,193,129,BRC0905B,Nome não encontrado
Energia,kcal,77,46,30,BRC0905B,Nome não encontrado
Umidade,g,"85,1","51,0","34,0",BRC0905B,Nome não encontrado
Carboidrato total,g,"6,85","4,11","2,74",BRC0905B,Nome não encontrado
Carboidrato disponível,g,"5,70","3,42","2,28",BRC0905B,Nome não encontrado
Proteína,g,"2,97","1,78","1,19",BRC0905B,Nome não encontrado
Lipídios,g,"4,47","2,68","1,79",BRC0905B,Nome não encontrado
Fibra alimentar,g,"1,15","0,69","0,46",BRC0905B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0905B,Nome não encontrado
Cinzas,g,"0,65","0,39","0,26",BRC0905B,Nome não encontrado
Colesterol,mg,"9,51","5,71","3,81",BRC0905B,Nome não encontrado
Ácidos graxos saturados,g,"2,61","1,56","1,04",BRC0905B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,15","0,69","0,46",BRC0905B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,08","0,05",BRC0905B,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,07","0,05",BRC0905B,Nome não encontrado
Cálcio,mg,"88,3","53,0","35,3",BRC0905B,Nome não encontrado
Ferro,mg,"0,23","0,14","0,09",BRC0905B,Nome não encontrado
Sódio,mg,"93,0","55,8","37,2",BRC0905B,Nome não encontrado
Magnésio,mg,"10,2","6,10","4,07",BRC0905B,Nome não encontrado
Fósforo,mg,"72,4","43,4","28,9",BRC0905B,Nome não encontrado
Potássio,mg,"85,0","51,0","34,0",BRC0905B,Nome não encontrado
Manganês,mg,"0,06","0,04","0,02",BRC0905B,Nome não encontrado
Zinco,mg,"0,41","0,25","0,17",BRC0905B,Nome não encontrado
Cobre,mg,"0,02","0,01","0,01",BRC0905B,Nome não encontrado
Selênio,mcg,"2,84","1,71","1,14",BRC0905B,Nome não encontrado
Vitamina A (RE),mcg,"37,4","22,4","14,9",BRC0905B,Nome não encontrado
Vitamina A (RAE),mcg,"36,5","21,9","14,6",BRC0905B,Nome não encontrado
Vitamina D,mcg,"0,36","0,22","0,15",BRC0905B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,05","0,03",BRC0905B,Nome não encontrado
Tiamina,mg,"0,04","0,02","0,02",BRC0905B,Nome não encontrado
Riboflavina,mg,"0,09","0,05","0,03",BRC0905B,Nome não encontrado
Niacina,mg,"0,41","0,25","0,16",BRC0905B,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,00",BRC0905B,Nome não encontrado
Vitamina B12,mcg,"0,17","0,10","0,07",BRC0905B,Nome não encontrado
Vitamina C,mg,"4,25","2,55","1,70",BRC0905B,Nome não encontrado
Equivalente de folato,mcg,"11,8","7,06","4,71",BRC0905B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0905B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0905B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0905B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0905B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0905B,Nome não encontrado
