componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,737,811,BRC0524F,Nome não encontrado
Energia,kcal,176,193,BRC0524F,Nome não encontrado
Umidade,g,"62,5","68,7",BRC0524F,Nome não encontrado
Carboidrato total,g,"6,21","6,83",BRC0524F,Nome não encontrado
Carboidrato disponível,g,"5,10","5,61",BRC0524F,Nome não encontrado
Proteína,g,"20,7","22,8",BRC0524F,Nome não encontrado
Lipídios,g,"7,83","8,61",BRC0524F,Nome não encontrado
Fibra alimentar,g,"1,11","1,22",BRC0524F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0524F,Nome não encontrado
Cinzas,g,"2,77","3,05",BRC0524F,Nome não encontrado
Colesterol,mg,"62,4","68,6",BRC0524F,Nome não encontrado
Ácidos graxos saturados,g,"2,83","3,11",BRC0524F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,28","3,60",BRC0524F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,89","0,97",BRC0524F,Nome não encontrado
Ácidos graxos trans,g,"0,23","0,25",BRC0524F,Nome não encontrado
Cálcio,mg,"13,1","14,4",BRC0524F,Nome não encontrado
Ferro,mg,"2,07","2,28",BRC0524F,Nome não encontrado
Sódio,mg,973,1071,BRC0524F,Nome não encontrado
Magnésio,mg,"11,5","12,6",BRC0524F,Nome não encontrado
Fósforo,mg,"71,8","79,0",BRC0524F,Nome não encontrado
Potássio,mg,145,160,BRC0524F,Nome não encontrado
Manganês,mg,"0,13","0,15",BRC0524F,Nome não encontrado
Zinco,mg,"3,49","3,83",BRC0524F,Nome não encontrado
Cobre,mg,"0,07","0,08",BRC0524F,Nome não encontrado
Selênio,mcg,"0,50","0,55",BRC0524F,Nome não encontrado
Vitamina A (RE),mcg,249,274,BRC0524F,Nome não encontrado
Vitamina A (RAE),mcg,124,137,BRC0524F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0524F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,75","5,22",BRC0524F,Nome não encontrado
Tiamina,mg,"0,06","0,07",BRC0524F,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0524F,Nome não encontrado
Niacina,mg,"0,83","0,91",BRC0524F,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0524F,Nome não encontrado
Vitamina B12,mcg,"1,03","1,13",BRC0524F,Nome não encontrado
Vitamina C,mg,"3,52","3,87",BRC0524F,Nome não encontrado
Equivalente de folato,mcg,"11,2","12,3",BRC0524F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0524F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0524F,Nome não encontrado
Gordura de adição,g,-,-,BRC0524F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0524F,Nome não encontrado
Proteína animal,g,-,-,BRC0524F,Nome não encontrado
