componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,178,124,BRC0254B,Nome não encontrado
Energia,kcal,43,30,BRC0254B,Nome não encontrado
Umidade,g,"90,7","63,5",BRC0254B,Nome não encontrado
Carboidrato total,g,"4,90","3,43",BRC0254B,Nome não encontrado
Carboidrato disponível,g,"2,69","1,89",BRC0254B,Nome não encontrado
Proteína,g,"0,88","0,62",BRC0254B,Nome não encontrado
Lipídios,g,"2,69","1,88",BRC0254B,Nome não encontrado
Fibra alimentar,g,"2,21","1,55",BRC0254B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0254B,Nome não encontrado
Cinzas,g,"0,88","0,61",BRC0254B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0254B,Nome não encontrado
Ácidos graxos saturados,g,"0,43","0,30",BRC0254B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","1,33",BRC0254B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,20",BRC0254B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0254B,Nome não encontrado
Cálcio,mg,"33,8","23,6",BRC0254B,Nome não encontrado
Ferro,mg,"0,57","0,40",BRC0254B,Nome não encontrado
Sódio,mg,144,101,BRC0254B,Nome não encontrado
Magnésio,mg,"9,15","6,40",BRC0254B,Nome não encontrado
Fósforo,mg,"28,0","19,6",BRC0254B,Nome não encontrado
Potássio,mg,167,116,BRC0254B,Nome não encontrado
Manganês,mg,"0,15","0,11",BRC0254B,Nome não encontrado
Zinco,mg,"0,28","0,20",BRC0254B,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0254B,Nome não encontrado
Selênio,mcg,"0,11","0,08",BRC0254B,Nome não encontrado
Vitamina A (RE),mcg,"34,7","24,3",BRC0254B,Nome não encontrado
Vitamina A (RAE),mcg,"17,3","12,1",BRC0254B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0254B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,55","0,38",BRC0254B,Nome não encontrado
Tiamina,mg,"0,06","0,04",BRC0254B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0254B,Nome não encontrado
Niacina,mg,"0,02","0,01",BRC0254B,Nome não encontrado
Vitamina B6,mg,"0,06","0,04",BRC0254B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0254B,Nome não encontrado
Vitamina C,mg,"11,2","7,86",BRC0254B,Nome não encontrado
Equivalente de folato,mcg,"10,9","7,63",BRC0254B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0254B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0254B,Nome não encontrado
Gordura de adição,g,-,-,BRC0254B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0254B,Nome não encontrado
Proteína animal,g,-,-,BRC0254B,Nome não encontrado
