componente,unidade,Valor por 100g,Xícara chá (200 mL),codigo_alimento,nome_alimento
Energia,kJ,191,381,BRC0102H,Nome não encontrado
Energia,kcal,45,89,BRC0102H,Nome não encontrado
Umidade,g,"88,6",177,BRC0102H,Nome não encontrado
Carboidrato total,g,"3,35","6,69",BRC0102H,Nome não encontrado
Carboidrato disponível,g,"3,02","6,04",BRC0102H,Nome não encontrado
Proteína,g,"1,48","2,96",BRC0102H,Nome não encontrado
Lipídios,g,"0,29","0,58",BRC0102H,Nome não encontrado
Fibra alimentar,g,"0,33","0,65",BRC0102H,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0102H,Nome não encontrado
Cinzas,g,"0,36","0,73",BRC0102H,Nome não encontrado
Colesterol,mg,"1,77","3,53",BRC0102H,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,09",BRC0102H,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02",BRC0102H,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,09",BRC0102H,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0102H,Nome não encontrado
Cálcio,mg,"64,3",128,BRC0102H,Nome não encontrado
Ferro,mg,"0,03","0,06",BRC0102H,Nome não encontrado
Sódio,mg,"24,8","49,5",BRC0102H,Nome não encontrado
Magnésio,mg,"6,72","13,4",BRC0102H,Nome não encontrado
Fósforo,mg,"41,6","83,2",BRC0102H,Nome não encontrado
Potássio,mg,"82,1",164,BRC0102H,Nome não encontrado
Manganês,mg,"0,02","0,03",BRC0102H,Nome não encontrado
Zinco,mg,"0,19","0,37",BRC0102H,Nome não encontrado
Cobre,mg,"0,02","0,03",BRC0102H,Nome não encontrado
Selênio,mcg,,,BRC0102H,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0102H,Nome não encontrado
Vitamina A (RAE),mcg,"4,23","8,46",BRC0102H,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0102H,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,04",BRC0102H,Nome não encontrado
Tiamina,mg,"0,02","0,04",BRC0102H,Nome não encontrado
Riboflavina,mg,"0,13","0,25",BRC0102H,Nome não encontrado
Niacina,mg,"0,78","1,57",BRC0102H,Nome não encontrado
Vitamina B6,mg,traços,,BRC0102H,Nome não encontrado
Vitamina B12,mcg,"0,26","0,52",BRC0102H,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0102H,Nome não encontrado
Equivalente de folato,mcg,"2,58","5,16",BRC0102H,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0102H,Nome não encontrado
Açúcar de adição,g,"6,00","12,0",BRC0102H,Nome não encontrado
Gordura de adição,g,-,-,BRC0102H,Nome não encontrado
Proteína vegetal,g,-,-,BRC0102H,Nome não encontrado
Proteína animal,g,-,-,BRC0102H,Nome não encontrado
