componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,172,34,BRC0918B,Nome não encontrado
Energia,kcal,41,8,BRC0918B,Nome não encontrado
Umidade,g,"88,1","17,6",BRC0918B,Nome não encontrado
Carboidrato total,g,"9,18","1,84",BRC0918B,Nome não encontrado
Carboidrato disponível,g,"7,14","1,43",BRC0918B,Nome não encontrado
Proteína,g,"1,75","0,35",BRC0918B,Nome não encontrado
Lipídios,g,"0,13","0,03",BRC0918B,Nome não encontrado
Fibra alimentar,g,"2,04","0,41",BRC0918B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0918B,Nome não encontrado
Cinzas,g,"0,86","0,17",BRC0918B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0918B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01",BRC0918B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0918B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,00",BRC0918B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0918B,Nome não encontrado
Cálcio,mg,"14,1","2,82",BRC0918B,Nome não encontrado
Ferro,mg,"0,21","0,04",BRC0918B,Nome não encontrado
Sódio,mg,128,"25,7",BRC0918B,Nome não encontrado
Magnésio,mg,"11,9","2,37",BRC0918B,Nome não encontrado
Fósforo,mg,"39,4","7,89",BRC0918B,Nome não encontrado
Potássio,mg,183,"36,7",BRC0918B,Nome não encontrado
Manganês,mg,"0,14","0,03",BRC0918B,Nome não encontrado
Zinco,mg,"0,17","0,03",BRC0918B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0918B,Nome não encontrado
Selênio,mcg,"0,05","0,01",BRC0918B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0918B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0918B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0918B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,01",BRC0918B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0918B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0918B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0918B,Nome não encontrado
Vitamina B6,mg,"0,13","0,03",BRC0918B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0918B,Nome não encontrado
Vitamina C,mg,"4,13","0,83",BRC0918B,Nome não encontrado
Equivalente de folato,mcg,"14,1","2,82",BRC0918B,Nome não encontrado
Sal de adição,g,"0,32","0,06",BRC0918B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0918B,Nome não encontrado
Gordura de adição,g,-,-,BRC0918B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0918B,Nome não encontrado
Proteína animal,g,-,-,BRC0918B,Nome não encontrado
