componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,345,103,BRC0038N,Nome não encontrado
Energia,kcal,81,24,BRC0038N,Nome não encontrado
Umidade,g,"77,0","23,1",BRC0038N,Nome não encontrado
Carboidrato total,g,"3,20","0,96",BRC0038N,Nome não encontrado
Carboidrato disponível,g,"3,20","0,96",BRC0038N,Nome não encontrado
Proteína,g,"16,9","5,07",BRC0038N,Nome não encontrado
Lipídios,g,"0,10","0,03",BRC0038N,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0038N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0038N,Nome não encontrado
Cinzas,g,"2,80","0,84",BRC0038N,Nome não encontrado
Colesterol,mg,"0,31","0,09",BRC0038N,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,02",BRC0038N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01",BRC0038N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0038N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0038N,Nome não encontrado
Cálcio,mg,303,"91,1",BRC0038N,Nome não encontrado
Ferro,mg,"0,49","0,15",BRC0038N,Nome não encontrado
Sódio,mg,"16,4","4,91",BRC0038N,Nome não encontrado
Magnésio,mg,"3,61","1,08",BRC0038N,Nome não encontrado
Fósforo,mg,"64,6","19,4",BRC0038N,Nome não encontrado
Potássio,mg,"55,0","16,5",BRC0038N,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0038N,Nome não encontrado
Zinco,mg,"0,15","0,05",BRC0038N,Nome não encontrado
Cobre,mg,traços,traços,BRC0038N,Nome não encontrado
Selênio,mcg,,,BRC0038N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0038N,Nome não encontrado
Vitamina A (RAE),mcg,"1,02","0,31",BRC0038N,Nome não encontrado
Vitamina D,mcg,"0,01","0,00",BRC0038N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0038N,Nome não encontrado
Tiamina,mg,traços,traços,BRC0038N,Nome não encontrado
Riboflavina,mg,"0,13","0,04",BRC0038N,Nome não encontrado
Niacina,mg,traços,traços,BRC0038N,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0038N,Nome não encontrado
Vitamina B12,mcg,"0,80","0,24",BRC0038N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0038N,Nome não encontrado
Equivalente de folato,mcg,"3,31","0,99",BRC0038N,Nome não encontrado
Sal de adição,g,,,BRC0038N,Nome não encontrado
Açúcar de adição,g,,,BRC0038N,Nome não encontrado
Gordura de adição,g,,,BRC0038N,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0038N,Nome não encontrado
Proteína animal,g,"16,9","5,07",BRC0038N,Nome não encontrado
