componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1043,BRC0263C,Nome não encontrado
Energia,kcal,253,BRC0263C,Nome não encontrado
Umidade,g,"7,60",BRC0263C,Nome não encontrado
Carboidrato total,g,"64,4",BRC0263C,Nome não encontrado
Carboidrato disponível,g,"17,7",BRC0263C,Nome não encontrado
Proteína,g,"9,70",BRC0263C,Nome não encontrado
Lipídios,g,"5,50",BRC0263C,Nome não encontrado
Fibra alimentar,g,"46,7",BRC0263C,Nome não encontrado
Álcool,g,"0,00",BRC0263C,Nome não encontrado
Cinzas,g,"12,8",BRC0263C,Nome não encontrado
Colesterol,mg,"0,00",BRC0263C,Nome não encontrado
Ácidos graxos saturados,g,,BRC0263C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,BRC0263C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,BRC0263C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0263C,Nome não encontrado
Cálcio,mg,2011,BRC0263C,Nome não encontrado
Ferro,mg,"2,50",BRC0263C,Nome não encontrado
Sódio,mg,"32,5",BRC0263C,Nome não encontrado
Magnésio,mg,"95,1",BRC0263C,Nome não encontrado
Fósforo,mg,,BRC0263C,Nome não encontrado
Potássio,mg,4600,BRC0263C,Nome não encontrado
Manganês,mg,"5,70",BRC0263C,Nome não encontrado
Zinco,mg,"2,30",BRC0263C,Nome não encontrado
Cobre,mg,"12,4",BRC0263C,Nome não encontrado
Selênio,mcg,,BRC0263C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0263C,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0263C,Nome não encontrado
Vitamina D,mcg,,BRC0263C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0263C,Nome não encontrado
Tiamina,mg,,BRC0263C,Nome não encontrado
Riboflavina,mg,,BRC0263C,Nome não encontrado
Niacina,mg,,BRC0263C,Nome não encontrado
Vitamina B6,mg,,BRC0263C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0263C,Nome não encontrado
Vitamina C,mg,,BRC0263C,Nome não encontrado
Equivalente de folato,mcg,,BRC0263C,Nome não encontrado
Sal de adição,g,"0,00",BRC0263C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0263C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0263C,Nome não encontrado
Proteína vegetal,g,"9,70",BRC0263C,Nome não encontrado
Proteína animal,g,"0,00",BRC0263C,Nome não encontrado
