componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,290,144,BRC0100C,Nome não encontrado
Energia,kcal,68,34,BRC0100C,Nome não encontrado
Umidade,g,"82,2","41,1",BRC0100C,Nome não encontrado
Carboidrato total,g,"16,9","8,44",BRC0100C,Nome não encontrado
Carboidrato disponível,g,"15,9","7,93",BRC0100C,Nome não encontrado
Proteína,g,"0,71","0,35",BRC0100C,Nome não encontrado
Lipídios,g,traços,traços,BRC0100C,Nome não encontrado
Fibra alimentar,g,"1,02","0,51",BRC0100C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0100C,Nome não encontrado
Cinzas,g,"0,23","0,11",BRC0100C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0100C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,BRC0100C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0100C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0100C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0100C,Nome não encontrado
Cálcio,mg,"4,10","2,05",BRC0100C,Nome não encontrado
Ferro,mg,"0,60","0,30",BRC0100C,Nome não encontrado
Sódio,mg,"3,20","1,60",BRC0100C,Nome não encontrado
Magnésio,mg,"4,04","2,02",BRC0100C,Nome não encontrado
Fósforo,mg,"8,81","4,41",BRC0100C,Nome não encontrado
Potássio,mg,"94,7","47,4",BRC0100C,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0100C,Nome não encontrado
Zinco,mg,"0,09","0,05",BRC0100C,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0100C,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0100C,Nome não encontrado
Vitamina A (RE),mcg,"43,6","21,8",BRC0100C,Nome não encontrado
Vitamina A (RAE),mcg,"21,8","10,9",BRC0100C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0100C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,19","0,60",BRC0100C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0100C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0100C,Nome não encontrado
Niacina,mg,traços,traços,BRC0100C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0100C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0100C,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0100C,Nome não encontrado
Equivalente de folato,mcg,"8,27","4,14",BRC0100C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0100C,Nome não encontrado
Açúcar de adição,g,,traços,BRC0100C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0100C,Nome não encontrado
Proteína vegetal,g,"0,71","0,35",BRC0100C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0100C,Nome não encontrado
