componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),codigo_alimento,nome_alimento
Energia,kJ,577,346,259,BRC0623A,Nome não encontrado
Energia,kcal,138,82,62,BRC0623A,Nome não encontrado
Umidade,g,"73,2","43,9","32,9",BRC0623A,Nome não encontrado
Carboidrato total,g,"14,9","8,94","6,71",BRC0623A,Nome não encontrado
Carboidrato disponível,g,"13,3","7,98","5,99",BRC0623A,Nome não encontrado
Proteína,g,"3,03","1,82","1,36",BRC0623A,Nome não encontrado
Lipídios,g,"7,32","4,39","3,29",BRC0623A,Nome não encontrado
Fibra alimentar,g,"1,56","0,94","0,70",BRC0623A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0623A,Nome não encontrado
Cinzas,g,"1,10","0,66","0,50",BRC0623A,Nome não encontrado
Colesterol,mg,"8,12","4,87","3,65",BRC0623A,Nome não encontrado
Ácidos graxos saturados,g,"2,98","1,79","1,34",BRC0623A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,27","1,96","1,47",BRC0623A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38","0,23","0,17",BRC0623A,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08","0,06",BRC0623A,Nome não encontrado
Cálcio,mg,"63,4","38,0","28,5",BRC0623A,Nome não encontrado
Ferro,mg,"0,37","0,22","0,17",BRC0623A,Nome não encontrado
Sódio,mg,260,156,117,BRC0623A,Nome não encontrado
Magnésio,mg,"17,4","10,4","7,83",BRC0623A,Nome não encontrado
Fósforo,mg,"56,8","34,1","25,6",BRC0623A,Nome não encontrado
Potássio,mg,115,"69,0","51,8",BRC0623A,Nome não encontrado
Manganês,mg,"0,51","0,31","0,23",BRC0623A,Nome não encontrado
Zinco,mg,"0,53","0,32","0,24",BRC0623A,Nome não encontrado
Cobre,mg,"0,09","0,05","0,04",BRC0623A,Nome não encontrado
Selênio,mcg,"0,77","0,46","0,35",BRC0623A,Nome não encontrado
Vitamina A (RE),mcg,134,"80,4","60,3",BRC0623A,Nome não encontrado
Vitamina A (RAE),mcg,"82,4","49,4","37,1",BRC0623A,Nome não encontrado
Vitamina D,mcg,"0,03","0,02","0,01",BRC0623A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,46","0,28","0,21",BRC0623A,Nome não encontrado
Tiamina,mg,"0,01","0,01","0,00",BRC0623A,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0623A,Nome não encontrado
Niacina,mg,"0,26","0,16","0,12",BRC0623A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0623A,Nome não encontrado
Vitamina B12,mcg,"0,04","0,02","0,02",BRC0623A,Nome não encontrado
Vitamina C,mg,"19,8","11,9","8,91",BRC0623A,Nome não encontrado
Equivalente de folato,mcg,"10,7","6,42","4,82",BRC0623A,Nome não encontrado
Sal de adição,g,"0,47","0,28","0,21",BRC0623A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0623A,Nome não encontrado
Gordura de adição,g,"5,34","3,20","2,40",BRC0623A,Nome não encontrado
Proteína vegetal,g,"1,48","0,89","0,67",BRC0623A,Nome não encontrado
Proteína animal,g,"1,55","0,93","0,70",BRC0623A,Nome não encontrado
