componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (70 g),codigo_alimento,nome_alimento
Energia,kJ,581,406,BRC0848B,Nome não encontrado
Energia,kcal,145,101,BRC0848B,Nome não encontrado
Umidade,g,"75,6","52,9",BRC0848B,Nome não encontrado
Carboidrato total,g,"10,5","7,32",BRC0848B,Nome não encontrado
Carboidrato disponível,g,"8,68","6,08",BRC0848B,Nome não encontrado
Proteína,g,"2,27","1,59",BRC0848B,Nome não encontrado
Lipídios,g,"10,8","7,59",BRC0848B,Nome não encontrado
Fibra alimentar,g,"1,77","1,24",BRC0848B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0848B,Nome não encontrado
Cinzas,g,"0,85","0,59",BRC0848B,Nome não encontrado
Colesterol,mg,"11,9","8,36",BRC0848B,Nome não encontrado
Ácidos graxos saturados,g,"1,78","1,25",BRC0848B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,54","1,78",BRC0848B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,26","4,38",BRC0848B,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,04",BRC0848B,Nome não encontrado
Cálcio,mg,"15,7","11,0",BRC0848B,Nome não encontrado
Ferro,mg,"0,63","0,44",BRC0848B,Nome não encontrado
Sódio,mg,194,135,BRC0848B,Nome não encontrado
Magnésio,mg,"9,14","6,40",BRC0848B,Nome não encontrado
Fósforo,mg,"32,7","22,9",BRC0848B,Nome não encontrado
Potássio,mg,115,"80,9",BRC0848B,Nome não encontrado
Manganês,mg,"0,15","0,11",BRC0848B,Nome não encontrado
Zinco,mg,"0,28","0,20",BRC0848B,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0848B,Nome não encontrado
Selênio,mcg,"1,23","0,86",BRC0848B,Nome não encontrado
Vitamina A (RE),mcg,"82,5","57,8",BRC0848B,Nome não encontrado
Vitamina A (RAE),mcg,"43,9","30,7",BRC0848B,Nome não encontrado
Vitamina D,mcg,"0,06","0,04",BRC0848B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,48","0,34",BRC0848B,Nome não encontrado
Tiamina,mg,"0,04","0,03",BRC0848B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0848B,Nome não encontrado
Niacina,mg,"0,27","0,19",BRC0848B,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0848B,Nome não encontrado
Vitamina B12,mcg,"0,03","0,02",BRC0848B,Nome não encontrado
Vitamina C,mg,"13,9","9,71",BRC0848B,Nome não encontrado
Equivalente de folato,mcg,"40,7","28,5",BRC0848B,Nome não encontrado
Sal de adição,g,"0,47","0,33",BRC0848B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0848B,Nome não encontrado
Gordura de adição,g,-,-,BRC0848B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0848B,Nome não encontrado
Proteína animal,g,-,-,BRC0848B,Nome não encontrado
