componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,133,318,219,BRC0239C,Nome não encontrado
Energia,kcal,31,75,51,BRC0239C,Nome não encontrado
Umidade,g,"91,7",220,151,BRC0239C,Nome não encontrado
Carboidrato total,g,"7,76","18,6","12,8",BRC0239C,Nome não encontrado
Carboidrato disponível,g,"6,89","16,5","11,4",BRC0239C,Nome não encontrado
Proteína,g,"0,38","0,92","0,63",BRC0239C,Nome não encontrado
Lipídios,g,"0,06","0,14","0,10",BRC0239C,Nome não encontrado
Fibra alimentar,g,"0,88","2,10","1,45",BRC0239C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Cinzas,g,"0,11","0,27","0,19",BRC0239C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0239C,Nome não encontrado
Cálcio,mg,"4,84","11,6","7,99",BRC0239C,Nome não encontrado
Ferro,mg,"0,10","0,25","0,17",BRC0239C,Nome não encontrado
Sódio,mg,"0,28","0,67","0,46",BRC0239C,Nome não encontrado
Magnésio,mg,"9,85","23,6","16,2",BRC0239C,Nome não encontrado
Fósforo,mg,"3,74","8,96","6,16",BRC0239C,Nome não encontrado
Potássio,mg,"28,7","68,8","47,3",BRC0239C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0239C,Nome não encontrado
Zinco,mg,"0,24","0,56","0,39",BRC0239C,Nome não encontrado
Cobre,mg,"0,06","0,14","0,10",BRC0239C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0239C,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0239C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0239C,Nome não encontrado
Tiamina,mg,"0,10","0,24","0,16",BRC0239C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0239C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0239C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,03",BRC0239C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Vitamina C,mg,"5,43","13,0","8,95",BRC0239C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0239C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
Proteína vegetal,g,"0,38","0,92","0,63",BRC0239C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0239C,Nome não encontrado
