componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,125,25,18,BRC0066T,Nome não encontrado
Energia,kcal,30,5,4,BRC0066T,Nome não encontrado
Umidade,g,"91,3","18,3","13,7",BRC0066T,Nome não encontrado
Carboidrato total,g,"6,82","1,36","1,02",BRC0066T,Nome não encontrado
Carboidrato disponível,g,"4,67","0,93","0,70",BRC0066T,Nome não encontrado
Proteína,g,"1,49","0,30","0,22",BRC0066T,Nome não encontrado
Lipídios,g,"0,09","0,02","0,01",BRC0066T,Nome não encontrado
Fibra alimentar,g,"2,15","0,43","0,32",BRC0066T,Nome não encontrado
Álcool,g,,,,BRC0066T,Nome não encontrado
Cinzas,g,"0,29","0,06","0,04",BRC0066T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00","0,00",BRC0066T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01","0,01",BRC0066T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Cálcio,mg,"45,6","9,12","6,84",BRC0066T,Nome não encontrado
Ferro,mg,"0,48","0,10","0,07",BRC0066T,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0066T,Nome não encontrado
Magnésio,mg,"19,8","3,96","2,97",BRC0066T,Nome não encontrado
Fósforo,mg,"31,1","6,21","4,66",BRC0066T,Nome não encontrado
Potássio,mg,230,"46,2","34,6",BRC0066T,Nome não encontrado
Manganês,mg,"0,56","0,11","0,08",BRC0066T,Nome não encontrado
Zinco,mg,"0,37","0,07","0,05",BRC0066T,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0066T,Nome não encontrado
Selênio,mcg,,,,BRC0066T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0066T,Nome não encontrado
Vitamina A (RAE),mcg,"8,33","1,67","1,25",BRC0066T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,03","0,02",BRC0066T,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Riboflavina,mg,"0,09","0,02","0,01",BRC0066T,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Vitamina C,mg,"1,28","0,26","0,19",BRC0066T,Nome não encontrado
Equivalente de folato,mcg,"26,6","5,32","3,99",BRC0066T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
Proteína vegetal,g,"1,49","0,30","0,22",BRC0066T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0066T,Nome não encontrado
