componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,97,233,160,BRC0139C,Nome não encontrado
Energia,kcal,23,55,38,BRC0139C,Nome não encontrado
Umidade,g,"93,7",224,154,BRC0139C,Nome não encontrado
Carboidrato total,g,"5,64","13,5","9,31",BRC0139C,Nome não encontrado
Carboidrato disponível,g,"4,68","11,2","7,72",BRC0139C,Nome não encontrado
Proteína,g,"0,30","0,72","0,49",BRC0139C,Nome não encontrado
Lipídios,g,"0,13","0,32","0,22",BRC0139C,Nome não encontrado
Fibra alimentar,g,"0,96","2,31","1,59",BRC0139C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Cinzas,g,"0,23","0,56","0,39",BRC0139C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,10","0,07",BRC0139C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,09","0,06",BRC0139C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,07","0,05",BRC0139C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Cálcio,mg,"9,63","23,1","15,9",BRC0139C,Nome não encontrado
Ferro,mg,"0,11","0,27","0,18",BRC0139C,Nome não encontrado
Sódio,mg,"1,29","3,09","2,12",BRC0139C,Nome não encontrado
Magnésio,mg,"8,72","20,9","14,4",BRC0139C,Nome não encontrado
Fósforo,mg,"5,67","13,6","9,35",BRC0139C,Nome não encontrado
Potássio,mg,"91,6",219,151,BRC0139C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0139C,Nome não encontrado
Zinco,mg,"0,04","0,09","0,06",BRC0139C,Nome não encontrado
Cobre,mg,"0,36","0,87","0,60",BRC0139C,Nome não encontrado
Selênio,mcg,"0,16","0,38","0,26",BRC0139C,Nome não encontrado
Vitamina A (RE),mcg,"73,7",176,121,BRC0139C,Nome não encontrado
Vitamina A (RAE),mcg,"36,9","88,4","60,8",BRC0139C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,36","0,25",BRC0139C,Nome não encontrado
Tiamina,mg,"0,02","0,04","0,03",BRC0139C,Nome não encontrado
Riboflavina,mg,"0,02","0,05","0,03",BRC0139C,Nome não encontrado
Niacina,mg,"0,27","0,65","0,45",BRC0139C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0139C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Vitamina C,mg,"42,3",101,"69,8",BRC0139C,Nome não encontrado
Equivalente de folato,mcg,"19,6","47,0","32,3",BRC0139C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0139C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0139C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0139C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0139C,Nome não encontrado
