componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,155,BRC0199K,Nome não encontrado
Energia,kcal,37,BRC0199K,Nome não encontrado
Umidade,g,"90,6",BRC0199K,Nome não encontrado
Carboidrato total,g,"9,11",BRC0199K,Nome não encontrado
Carboidrato disponível,g,"9,09",BRC0199K,Nome não encontrado
Proteína,g,"0,05",BRC0199K,Nome não encontrado
Lipídios,g,"0,01",BRC0199K,Nome não encontrado
Fibra alimentar,g,"0,02",BRC0199K,Nome não encontrado
Álcool,g,"0,00",BRC0199K,Nome não encontrado
Cinzas,g,"0,28",BRC0199K,Nome não encontrado
Colesterol,mg,"0,00",BRC0199K,Nome não encontrado
Ácidos graxos saturados,g,"0,00",BRC0199K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02",BRC0199K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02",BRC0199K,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0199K,Nome não encontrado
Cálcio,mg,"28,5",BRC0199K,Nome não encontrado
Ferro,mg,"0,11",BRC0199K,Nome não encontrado
Sódio,mg,"10,8",BRC0199K,Nome não encontrado
Magnésio,mg,"1,50",BRC0199K,Nome não encontrado
Fósforo,mg,"31,9",BRC0199K,Nome não encontrado
Potássio,mg,"21,4",BRC0199K,Nome não encontrado
Manganês,mg,"0,10",BRC0199K,Nome não encontrado
Zinco,mg,"0,01",BRC0199K,Nome não encontrado
Cobre,mg,"0,00",BRC0199K,Nome não encontrado
Selênio,mcg,"0,07",BRC0199K,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0199K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0199K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0199K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00",BRC0199K,Nome não encontrado
Tiamina,mg,traços,BRC0199K,Nome não encontrado
Riboflavina,mg,traços,BRC0199K,Nome não encontrado
Niacina,mg,traços,BRC0199K,Nome não encontrado
Vitamina B6,mg,traços,BRC0199K,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0199K,Nome não encontrado
Vitamina C,mg,"14,0",BRC0199K,Nome não encontrado
Equivalente de folato,mcg,"0,00",BRC0199K,Nome não encontrado
Sal de adição,g,,BRC0199K,Nome não encontrado
Açúcar de adição,g,,BRC0199K,Nome não encontrado
Gordura de adição,g,-,BRC0199K,Nome não encontrado
Proteína vegetal,g,-,BRC0199K,Nome não encontrado
Proteína animal,g,-,BRC0199K,Nome não encontrado
