componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,279,669,460,BRC0078G,Nome não encontrado
Energia,kcal,67,160,110,BRC0078G,Nome não encontrado
Umidade,g,"87,1",208,143,BRC0078G,Nome não encontrado
Carboidrato total,g,"5,90","14,2","9,74",BRC0078G,Nome não encontrado
Carboidrato disponível,g,"5,06","12,1","8,34",BRC0078G,Nome não encontrado
Proteína,g,"2,56","6,13","4,22",BRC0078G,Nome não encontrado
Lipídios,g,"3,86","9,26","6,37",BRC0078G,Nome não encontrado
Fibra alimentar,g,"0,85","2,03","1,40",BRC0078G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0078G,Nome não encontrado
Cinzas,g,"0,63","1,52","1,04",BRC0078G,Nome não encontrado
Colesterol,mg,"9,77","23,5","16,1",BRC0078G,Nome não encontrado
Ácidos graxos saturados,g,"1,95","4,67","3,21",BRC0078G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,41","3,37","2,32",BRC0078G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,75","0,52",BRC0078G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0078G,Nome não encontrado
Cálcio,mg,"86,2",206,142,BRC0078G,Nome não encontrado
Ferro,mg,"0,10","0,23","0,16",BRC0078G,Nome não encontrado
Sódio,mg,"50,4",120,"83,1",BRC0078G,Nome não encontrado
Magnésio,mg,"11,2","27,0","18,5",BRC0078G,Nome não encontrado
Fósforo,mg,"68,7",164,113,BRC0078G,Nome não encontrado
Potássio,mg,141,340,233,BRC0078G,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0078G,Nome não encontrado
Zinco,mg,"0,35","0,84","0,58",BRC0078G,Nome não encontrado
Cobre,mg,"0,04","0,10","0,07",BRC0078G,Nome não encontrado
Selênio,mcg,"3,84","9,21","6,33",BRC0078G,Nome não encontrado
Vitamina A (RE),mcg,"39,2","94,1","64,7",BRC0078G,Nome não encontrado
Vitamina A (RAE),mcg,"38,6","92,5","63,6",BRC0078G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0078G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,16","0,11",BRC0078G,Nome não encontrado
Tiamina,mg,"0,03","0,08","0,05",BRC0078G,Nome não encontrado
Riboflavina,mg,"0,20","0,47","0,33",BRC0078G,Nome não encontrado
Niacina,mg,"1,20","2,88","1,98",BRC0078G,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0078G,Nome não encontrado
Vitamina B12,mcg,"0,30","0,71","0,49",BRC0078G,Nome não encontrado
Vitamina C,mg,"1,54","3,69","2,53",BRC0078G,Nome não encontrado
Equivalente de folato,mcg,"4,09","9,82","6,75",BRC0078G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0078G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0078G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0078G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0078G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0078G,Nome não encontrado
