componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,410,225,BRC0124N,Nome não encontrado
Energia,kcal,98,54,BRC0124N,Nome não encontrado
Umidade,g,"61,0","33,5",BRC0124N,Nome não encontrado
Carboidrato total,g,"1,60","0,88",BRC0124N,Nome não encontrado
Carboidrato disponível,g,"1,06","0,58",BRC0124N,Nome não encontrado
Proteína,g,"9,99","5,49",BRC0124N,Nome não encontrado
Lipídios,g,"5,88","3,23",BRC0124N,Nome não encontrado
Fibra alimentar,g,"0,54","0,30",BRC0124N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0124N,Nome não encontrado
Cinzas,g,"21,6","11,9",BRC0124N,Nome não encontrado
Colesterol,mg,"38,0","20,9",BRC0124N,Nome não encontrado
Ácidos graxos saturados,g,"2,25","1,24",BRC0124N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,77","0,97",BRC0124N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","0,73",BRC0124N,Nome não encontrado
Ácidos graxos trans,g,"0,12","0,06",BRC0124N,Nome não encontrado
Cálcio,mg,"12,4","6,80",BRC0124N,Nome não encontrado
Ferro,mg,"0,96","0,53",BRC0124N,Nome não encontrado
Sódio,mg,8509,4679,BRC0124N,Nome não encontrado
Magnésio,mg,"7,92","4,35",BRC0124N,Nome não encontrado
Fósforo,mg,"65,0","35,7",BRC0124N,Nome não encontrado
Potássio,mg,149,"82,2",BRC0124N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0124N,Nome não encontrado
Zinco,mg,"2,86","1,57",BRC0124N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0124N,Nome não encontrado
Selênio,mcg,"0,18","0,10",BRC0124N,Nome não encontrado
Vitamina A (RE),mcg,140,"77,2",BRC0124N,Nome não encontrado
Vitamina A (RAE),mcg,"70,4","38,7",BRC0124N,Nome não encontrado
Vitamina D,mcg,"0,97","0,53",BRC0124N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,23",BRC0124N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0124N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0124N,Nome não encontrado
Niacina,mg,"0,98","0,54",BRC0124N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0124N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0124N,Nome não encontrado
Vitamina C,mg,"0,26","0,14",BRC0124N,Nome não encontrado
Equivalente de folato,mcg,"4,41","2,43",BRC0124N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0124N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0124N,Nome não encontrado
Gordura de adição,g,-,-,BRC0124N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0124N,Nome não encontrado
Proteína animal,g,-,-,BRC0124N,Nome não encontrado
