componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,524,288,BRC0364N,Nome não encontrado
Energia,kcal,125,68,BRC0364N,Nome não encontrado
Umidade,g,"73,8","40,6",BRC0364N,Nome não encontrado
Carboidrato total,g,"9,65","5,31",BRC0364N,Nome não encontrado
Carboidrato disponível,g,"6,95","3,82",BRC0364N,Nome não encontrado
Proteína,g,"10,2","5,60",BRC0364N,Nome não encontrado
Lipídios,g,"5,72","3,15",BRC0364N,Nome não encontrado
Fibra alimentar,g,"2,70","1,49",BRC0364N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0364N,Nome não encontrado
Cinzas,g,"0,65","0,36",BRC0364N,Nome não encontrado
Colesterol,mg,"32,7","18,0",BRC0364N,Nome não encontrado
Ácidos graxos saturados,g,"2,06","1,13",BRC0364N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,67","0,92",BRC0364N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,50","0,83",BRC0364N,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,06",BRC0364N,Nome não encontrado
Cálcio,mg,"12,9","7,09",BRC0364N,Nome não encontrado
Ferro,mg,"1,20","0,66",BRC0364N,Nome não encontrado
Sódio,mg,"50,0","27,5",BRC0364N,Nome não encontrado
Magnésio,mg,"20,5","11,3",BRC0364N,Nome não encontrado
Fósforo,mg,"82,0","45,1",BRC0364N,Nome não encontrado
Potássio,mg,168,"92,7",BRC0364N,Nome não encontrado
Manganês,mg,"0,28","0,15",BRC0364N,Nome não encontrado
Zinco,mg,"3,01","1,66",BRC0364N,Nome não encontrado
Cobre,mg,"0,22","0,12",BRC0364N,Nome não encontrado
Selênio,mcg,"1,14","0,63",BRC0364N,Nome não encontrado
Vitamina A (RE),mcg,"14,9","8,18",BRC0364N,Nome não encontrado
Vitamina A (RAE),mcg,"7,63","4,20",BRC0364N,Nome não encontrado
Vitamina D,mcg,"0,83","0,46",BRC0364N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,06",BRC0364N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0364N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0364N,Nome não encontrado
Niacina,mg,"0,56","0,31",BRC0364N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0364N,Nome não encontrado
Vitamina B12,mcg,"0,81","0,44",BRC0364N,Nome não encontrado
Vitamina C,mg,"0,35","0,19",BRC0364N,Nome não encontrado
Equivalente de folato,mcg,"27,3","15,0",BRC0364N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0364N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0364N,Nome não encontrado
Gordura de adição,g,-,-,BRC0364N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0364N,Nome não encontrado
Proteína animal,g,-,-,BRC0364N,Nome não encontrado
