componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,283,BRC0287C,Nome não encontrado
Energia,kcal,67,BRC0287C,Nome não encontrado
Umidade,g,"81,9",BRC0287C,Nome não encontrado
Carboidrato total,g,"15,4",BRC0287C,Nome não encontrado
Carboidrato disponível,g,"13,0",BRC0287C,Nome não encontrado
Proteína,g,"1,65",BRC0287C,Nome não encontrado
Lipídios,g,"0,40",BRC0287C,Nome não encontrado
Fibra alimentar,g,"2,40",BRC0287C,Nome não encontrado
Álcool,g,"0,00",BRC0287C,Nome não encontrado
Cinzas,g,"0,66",BRC0287C,Nome não encontrado
Colesterol,mg,"0,00",BRC0287C,Nome não encontrado
Ácidos graxos saturados,g,,BRC0287C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,BRC0287C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,BRC0287C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0287C,Nome não encontrado
Cálcio,mg,"25,0",BRC0287C,Nome não encontrado
Ferro,mg,"1,08",BRC0287C,Nome não encontrado
Sódio,mg,,BRC0287C,Nome não encontrado
Magnésio,mg,"16,3",BRC0287C,Nome não encontrado
Fósforo,mg,"17,9",BRC0287C,Nome não encontrado
Potássio,mg,"91,9",BRC0287C,Nome não encontrado
Manganês,mg,,BRC0287C,Nome não encontrado
Zinco,mg,"0,46",BRC0287C,Nome não encontrado
Cobre,mg,"0,10",BRC0287C,Nome não encontrado
Selênio,mcg,,BRC0287C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0287C,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0287C,Nome não encontrado
Vitamina D,mcg,,BRC0287C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0287C,Nome não encontrado
Tiamina,mg,,BRC0287C,Nome não encontrado
Riboflavina,mg,,BRC0287C,Nome não encontrado
Niacina,mg,,BRC0287C,Nome não encontrado
Vitamina B6,mg,,BRC0287C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0287C,Nome não encontrado
Vitamina C,mg,,BRC0287C,Nome não encontrado
Equivalente de folato,mcg,,BRC0287C,Nome não encontrado
Sal de adição,g,"0,00",BRC0287C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0287C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0287C,Nome não encontrado
Proteína vegetal,g,"1,65",BRC0287C,Nome não encontrado
Proteína animal,g,"0,00",BRC0287C,Nome não encontrado
