componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1277,319,BRC0788B,Nome não encontrado
Energia,kcal,303,75,BRC0788B,Nome não encontrado
Umidade,g,"33,4","8,35",BRC0788B,Nome não encontrado
Carboidrato total,g,"50,5","12,6",BRC0788B,Nome não encontrado
Carboidrato disponível,g,"46,6","11,7",BRC0788B,Nome não encontrado
Proteína,g,"4,56","1,14",BRC0788B,Nome não encontrado
Lipídios,g,"10,1","2,53",BRC0788B,Nome não encontrado
Fibra alimentar,g,"3,93","0,98",BRC0788B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0788B,Nome não encontrado
Cinzas,g,"1,37","0,34",BRC0788B,Nome não encontrado
Colesterol,mg,117,"29,3",BRC0788B,Nome não encontrado
Ácidos graxos saturados,g,"2,00","0,50",BRC0788B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,13","0,78",BRC0788B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,24","1,06",BRC0788B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0788B,Nome não encontrado
Cálcio,mg,"60,5","15,1",BRC0788B,Nome não encontrado
Ferro,mg,"1,53","0,38",BRC0788B,Nome não encontrado
Sódio,mg,248,"62,0",BRC0788B,Nome não encontrado
Magnésio,mg,"26,7","6,68",BRC0788B,Nome não encontrado
Fósforo,mg,"77,0","19,3",BRC0788B,Nome não encontrado
Potássio,mg,253,"63,3",BRC0788B,Nome não encontrado
Manganês,mg,"0,24","0,06",BRC0788B,Nome não encontrado
Zinco,mg,"0,68","0,17",BRC0788B,Nome não encontrado
Cobre,mg,"0,06","0,02",BRC0788B,Nome não encontrado
Selênio,mcg,"5,77","1,44",BRC0788B,Nome não encontrado
Vitamina A (RE),mcg,"60,6","15,2",BRC0788B,Nome não encontrado
Vitamina A (RAE),mcg,"55,7","13,9",BRC0788B,Nome não encontrado
Vitamina D,mcg,"0,61","0,15",BRC0788B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73","0,18",BRC0788B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0788B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0788B,Nome não encontrado
Niacina,mg,"0,23","0,06",BRC0788B,Nome não encontrado
Vitamina B6,mg,"0,46","0,12",BRC0788B,Nome não encontrado
Vitamina B12,mcg,"0,27","0,07",BRC0788B,Nome não encontrado
Vitamina C,mg,"0,88","0,22",BRC0788B,Nome não encontrado
Equivalente de folato,mcg,"36,4","9,10",BRC0788B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0788B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0788B,Nome não encontrado
Gordura de adição,g,"6,20","1,55",BRC0788B,Nome não encontrado
Proteína vegetal,g,"0,92","0,23",BRC0788B,Nome não encontrado
Proteína animal,g,"3,66","0,92",BRC0788B,Nome não encontrado
