componente,unidade,Valor por 100g,Xícara chá (200 mL),codigo_alimento,nome_alimento
Energia,kJ,252,503,BRC0096H,Nome não encontrado
Energia,kcal,60,119,BRC0096H,Nome não encontrado
Umidade,g,"93,3",186,BRC0096H,Nome não encontrado
Carboidrato total,g,"3,40","6,79",BRC0096H,Nome não encontrado
Carboidrato disponível,g,"3,14","6,27",BRC0096H,Nome não encontrado
Proteína,g,"1,53","3,06",BRC0096H,Nome não encontrado
Lipídios,g,"1,71","3,43",BRC0096H,Nome não encontrado
Fibra alimentar,g,"0,26","0,52",BRC0096H,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0096H,Nome não encontrado
Cinzas,g,"0,34","0,68",BRC0096H,Nome não encontrado
Colesterol,mg,"6,19","12,4",BRC0096H,Nome não encontrado
Ácidos graxos saturados,g,"1,04","2,08",BRC0096H,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,47","0,95",BRC0096H,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,19",BRC0096H,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0096H,Nome não encontrado
Cálcio,mg,"54,4",108,BRC0096H,Nome não encontrado
Ferro,mg,"0,08","0,16",BRC0096H,Nome não encontrado
Sódio,mg,"32,3","64,7",BRC0096H,Nome não encontrado
Magnésio,mg,"6,36","12,7",BRC0096H,Nome não encontrado
Fósforo,mg,"42,0","84,0",BRC0096H,Nome não encontrado
Potássio,mg,"79,3",158,BRC0096H,Nome não encontrado
Manganês,mg,"0,01","0,03",BRC0096H,Nome não encontrado
Zinco,mg,"0,20","0,39",BRC0096H,Nome não encontrado
Cobre,mg,"0,02","0,03",BRC0096H,Nome não encontrado
Selênio,mcg,,,BRC0096H,Nome não encontrado
Vitamina A (RE),mcg,"24,8","49,6",BRC0096H,Nome não encontrado
Vitamina A (RAE),mcg,"24,4","48,8",BRC0096H,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0096H,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,08",BRC0096H,Nome não encontrado
Tiamina,mg,"0,02","0,04",BRC0096H,Nome não encontrado
Riboflavina,mg,"0,12","0,24",BRC0096H,Nome não encontrado
Niacina,mg,"0,82","1,65",BRC0096H,Nome não encontrado
Vitamina B6,mg,traços,,BRC0096H,Nome não encontrado
Vitamina B12,mcg,"0,19","0,37",BRC0096H,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0096H,Nome não encontrado
Equivalente de folato,mcg,"2,59","5,18",BRC0096H,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0096H,Nome não encontrado
Açúcar de adição,g,"6,00","12,0",BRC0096H,Nome não encontrado
Gordura de adição,g,-,-,BRC0096H,Nome não encontrado
Proteína vegetal,g,-,-,BRC0096H,Nome não encontrado
Proteína animal,g,-,-,BRC0096H,Nome não encontrado
