componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,247,61,44,BRC0487B,Nome não encontrado
Energia,kcal,59,14,10,BRC0487B,Nome não encontrado
Umidade,g,"84,7","21,2","15,3",BRC0487B,Nome não encontrado
Carboidrato total,g,"10,9","2,72","1,95",BRC0487B,Nome não encontrado
Carboidrato disponível,g,"7,78","1,94","1,40",BRC0487B,Nome não encontrado
Proteína,g,"2,08","0,52","0,37",BRC0487B,Nome não encontrado
Lipídios,g,"1,48","0,37","0,27",BRC0487B,Nome não encontrado
Fibra alimentar,g,"3,08","0,77","0,55",BRC0487B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0487B,Nome não encontrado
Cinzas,g,"0,86","0,22","0,15",BRC0487B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0487B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05","0,04",BRC0487B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,07","0,05",BRC0487B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,19","0,14",BRC0487B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0487B,Nome não encontrado
Cálcio,mg,"12,6","3,15","2,27",BRC0487B,Nome não encontrado
Ferro,mg,"0,64","0,16","0,11",BRC0487B,Nome não encontrado
Sódio,mg,"0,10","0,02","0,02",BRC0487B,Nome não encontrado
Magnésio,mg,"21,4","5,35","3,85",BRC0487B,Nome não encontrado
Fósforo,mg,"40,6","10,2","7,31",BRC0487B,Nome não encontrado
Potássio,mg,405,101,"73,0",BRC0487B,Nome não encontrado
Manganês,mg,"0,13","0,03","0,02",BRC0487B,Nome não encontrado
Zinco,mg,"0,36","0,09","0,07",BRC0487B,Nome não encontrado
Cobre,mg,"0,10","0,03","0,02",BRC0487B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0487B,Nome não encontrado
Vitamina A (RE),mcg,122,"30,5","22,0",BRC0487B,Nome não encontrado
Vitamina A (RAE),mcg,"61,1","15,3","11,0",BRC0487B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0487B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,59","0,40","0,29",BRC0487B,Nome não encontrado
Tiamina,mg,"0,08","0,02","0,01",BRC0487B,Nome não encontrado
Riboflavina,mg,"0,10","0,03","0,02",BRC0487B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0487B,Nome não encontrado
Vitamina B6,mg,"0,05","0,01","0,01",BRC0487B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0487B,Nome não encontrado
Vitamina C,mg,234,"58,7","42,2",BRC0487B,Nome não encontrado
Equivalente de folato,mcg,"55,0","13,7","9,89",BRC0487B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0487B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0487B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0487B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0487B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0487B,Nome não encontrado
