componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,227,543,373,BRC0207C,Nome não encontrado
Energia,kcal,53,128,88,BRC0207C,Nome não encontrado
Umidade,g,"86,4",207,142,BRC0207C,Nome não encontrado
Carboidrato total,g,"12,8","30,7","21,1",BRC0207C,Nome não encontrado
Carboidrato disponível,g,"12,4","29,7","20,4",BRC0207C,Nome não encontrado
Proteína,g,"0,45","1,08","0,74",BRC0207C,Nome não encontrado
Lipídios,g,"0,14","0,33","0,22",BRC0207C,Nome não encontrado
Fibra alimentar,g,"0,41","0,99","0,68",BRC0207C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Cinzas,g,"0,25","0,59","0,41",BRC0207C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,19","0,13",BRC0207C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,03",BRC0207C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,03",BRC0207C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Cálcio,mg,"7,85","18,8","12,9",BRC0207C,Nome não encontrado
Ferro,mg,"0,15","0,35","0,24",BRC0207C,Nome não encontrado
Sódio,mg,"0,88","2,11","1,45",BRC0207C,Nome não encontrado
Magnésio,mg,"8,49","20,4","14,0",BRC0207C,Nome não encontrado
Fósforo,mg,"12,0","28,7","19,8",BRC0207C,Nome não encontrado
Potássio,mg,168,404,278,BRC0207C,Nome não encontrado
Manganês,mg,"0,14","0,34","0,23",BRC0207C,Nome não encontrado
Zinco,mg,"0,01","0,02","0,02",BRC0207C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0207C,Nome não encontrado
Selênio,mcg,"0,17","0,41","0,28",BRC0207C,Nome não encontrado
Vitamina A (RE),mcg,"2,55","6,12","4,21",BRC0207C,Nome não encontrado
Vitamina A (RAE),mcg,"1,28","3,07","2,11",BRC0207C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,27","0,19",BRC0207C,Nome não encontrado
Tiamina,mg,"0,01","0,01","0,01",BRC0207C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Vitamina B6,mg,"0,00","0,01","0,00",BRC0207C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Vitamina C,mg,"37,1","88,9","61,1",BRC0207C,Nome não encontrado
Equivalente de folato,mcg,"11,9","28,5","19,6",BRC0207C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0207C,Nome não encontrado
Açúcar de adição,g,"6,00","14,4","9,90",BRC0207C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0207C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0207C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0207C,Nome não encontrado
