componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,916,BRC0973F,Nome não encontrado
Energia,kcal,217,BRC0973F,Nome não encontrado
Umidade,g,"71,6",BRC0973F,Nome não encontrado
Carboidrato total,g,"0,00",BRC0973F,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0973F,Nome não encontrado
Proteína,g,"25,4",BRC0973F,Nome não encontrado
Lipídios,g,"2,10",BRC0973F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0973F,Nome não encontrado
Álcool,g,"0,00",BRC0973F,Nome não encontrado
Cinzas,g,"0,96",BRC0973F,Nome não encontrado
Colesterol,mg,"80,9",BRC0973F,Nome não encontrado
Ácidos graxos saturados,g,"0,41",BRC0973F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,38",BRC0973F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,37",BRC0973F,Nome não encontrado
Ácidos graxos trans,g,,BRC0973F,Nome não encontrado
Cálcio,mg,"12,5",BRC0973F,Nome não encontrado
Ferro,mg,"0,66",BRC0973F,Nome não encontrado
Sódio,mg,108,BRC0973F,Nome não encontrado
Magnésio,mg,"27,0",BRC0973F,Nome não encontrado
Fósforo,mg,193,BRC0973F,Nome não encontrado
Potássio,mg,205,BRC0973F,Nome não encontrado
Manganês,mg,"0,00",BRC0973F,Nome não encontrado
Zinco,mg,"1,45",BRC0973F,Nome não encontrado
Cobre,mg,"0,07",BRC0973F,Nome não encontrado
Selênio,mcg,,BRC0973F,Nome não encontrado
Vitamina A (RE),mcg,,BRC0973F,Nome não encontrado
Vitamina A (RAE),mcg,"8,51",BRC0973F,Nome não encontrado
Vitamina D,mcg,"0,13",BRC0973F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC0973F,Nome não encontrado
Tiamina,mg,"0,03",BRC0973F,Nome não encontrado
Riboflavina,mg,"0,12",BRC0973F,Nome não encontrado
Niacina,mg,"7,87",BRC0973F,Nome não encontrado
Vitamina B6,mg,"0,64",BRC0973F,Nome não encontrado
Vitamina B12,mcg,"0,57",BRC0973F,Nome não encontrado
Vitamina C,mg,"0,00",BRC0973F,Nome não encontrado
Equivalente de folato,mcg,"7,93",BRC0973F,Nome não encontrado
Sal de adição,g,"0,00",BRC0973F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0973F,Nome não encontrado
Gordura de adição,g,"0,00",BRC0973F,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0973F,Nome não encontrado
Proteína animal,g,"25,4",BRC0973F,Nome não encontrado
