componente,unidade,Valor por 100g,Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,2058,164,BRC0008R,Nome não encontrado
Energia,kcal,490,39,BRC0008R,Nome não encontrado
Umidade,g,"0,60","0,05",BRC0008R,Nome não encontrado
Carboidrato total,g,"77,3","6,18",BRC0008R,Nome não encontrado
Carboidrato disponível,g,"77,3","6,18",BRC0008R,Nome não encontrado
Proteína,g,"2,60","0,21",BRC0008R,Nome não encontrado
Lipídios,g,"18,8","1,50",BRC0008R,Nome não encontrado
Fibra alimentar,g,"0,56","0,04",BRC0008R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0008R,Nome não encontrado
Cinzas,g,"0,70","0,06",BRC0008R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0008R,Nome não encontrado
Ácidos graxos saturados,g,"10,9","0,87",BRC0008R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,59","0,45",BRC0008R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,23","0,02",BRC0008R,Nome não encontrado
Ácidos graxos trans,g,"3,16","0,25",BRC0008R,Nome não encontrado
Cálcio,mg,"2,05","0,16",BRC0008R,Nome não encontrado
Ferro,mg,"0,27","0,02",BRC0008R,Nome não encontrado
Sódio,mg,127,"10,2",BRC0008R,Nome não encontrado
Magnésio,mg,"1,03","0,08",BRC0008R,Nome não encontrado
Fósforo,mg,295,"23,6",BRC0008R,Nome não encontrado
Potássio,mg,685,"54,8",BRC0008R,Nome não encontrado
Manganês,mg,,,BRC0008R,Nome não encontrado
Zinco,mg,"0,07","0,01",BRC0008R,Nome não encontrado
Cobre,mg,,,BRC0008R,Nome não encontrado
Selênio,mcg,,,BRC0008R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0008R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0008R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0008R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,72","0,06",BRC0008R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0008R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0008R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0008R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0008R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0008R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0008R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0008R,Nome não encontrado
Sal de adição,g,,,BRC0008R,Nome não encontrado
Açúcar de adição,g,,,BRC0008R,Nome não encontrado
Gordura de adição,g,,,BRC0008R,Nome não encontrado
Proteína vegetal,g,,,BRC0008R,Nome não encontrado
Proteína animal,g,,,BRC0008R,Nome não encontrado
