componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,747,373,BRC0720B,Nome não encontrado
Energia,kcal,178,89,BRC0720B,Nome não encontrado
Umidade,g,"63,0","31,5",BRC0720B,Nome não encontrado
Carboidrato total,g,"26,5","13,3",BRC0720B,Nome não encontrado
Carboidrato disponível,g,"25,0","12,5",BRC0720B,Nome não encontrado
Proteína,g,"2,12","1,06",BRC0720B,Nome não encontrado
Lipídios,g,"7,41","3,71",BRC0720B,Nome não encontrado
Fibra alimentar,g,"1,52","0,76",BRC0720B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0720B,Nome não encontrado
Cinzas,g,"0,93","0,46",BRC0720B,Nome não encontrado
Colesterol,mg,"39,6","19,8",BRC0720B,Nome não encontrado
Ácidos graxos saturados,g,"1,91","0,95",BRC0720B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","0,96",BRC0720B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,19","1,59",BRC0720B,Nome não encontrado
Ácidos graxos trans,g,"0,07","0,04",BRC0720B,Nome não encontrado
Cálcio,mg,"20,3","10,1",BRC0720B,Nome não encontrado
Ferro,mg,"0,42","0,21",BRC0720B,Nome não encontrado
Sódio,mg,201,100,BRC0720B,Nome não encontrado
Magnésio,mg,"22,7","11,4",BRC0720B,Nome não encontrado
Fósforo,mg,"39,7","19,9",BRC0720B,Nome não encontrado
Potássio,mg,"99,5","49,7",BRC0720B,Nome não encontrado
Manganês,mg,"0,08","0,04",BRC0720B,Nome não encontrado
Zinco,mg,"0,29","0,15",BRC0720B,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0720B,Nome não encontrado
Selênio,mcg,"2,18","1,09",BRC0720B,Nome não encontrado
Vitamina A (RE),mcg,"36,6","18,3",BRC0720B,Nome não encontrado
Vitamina A (RAE),mcg,"31,6","15,8",BRC0720B,Nome não encontrado
Vitamina D,mcg,"0,18","0,09",BRC0720B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,15",BRC0720B,Nome não encontrado
Tiamina,mg,"0,07","0,03",BRC0720B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0720B,Nome não encontrado
Niacina,mg,"0,05","0,02",BRC0720B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0720B,Nome não encontrado
Vitamina B12,mcg,"0,10","0,05",BRC0720B,Nome não encontrado
Vitamina C,mg,"8,48","4,24",BRC0720B,Nome não encontrado
Equivalente de folato,mcg,"26,3","13,2",BRC0720B,Nome não encontrado
Sal de adição,g,"0,47","0,24",BRC0720B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0720B,Nome não encontrado
Gordura de adição,g,-,-,BRC0720B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0720B,Nome não encontrado
Proteína animal,g,-,-,BRC0720B,Nome não encontrado
