componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1246,1370,BRC0159F,Nome não encontrado
Energia,kcal,298,328,BRC0159F,Nome não encontrado
Umidade,g,"46,7","51,4",BRC0159F,Nome não encontrado
Carboidrato total,g,"0,05","0,05",BRC0159F,Nome não encontrado
Carboidrato disponível,g,"0,05","0,05",BRC0159F,Nome não encontrado
Proteína,g,"33,4","36,7",BRC0159F,Nome não encontrado
Lipídios,g,"18,3","20,2",BRC0159F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0159F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0159F,Nome não encontrado
Cinzas,g,"1,55","1,71",BRC0159F,Nome não encontrado
Colesterol,mg,126,138,BRC0159F,Nome não encontrado
Ácidos graxos saturados,g,"5,98","6,57",BRC0159F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,58","7,24",BRC0159F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,56","5,02",BRC0159F,Nome não encontrado
Ácidos graxos trans,g,"0,21","0,23",BRC0159F,Nome não encontrado
Cálcio,mg,"69,1","76,1",BRC0159F,Nome não encontrado
Ferro,mg,"0,82","0,90",BRC0159F,Nome não encontrado
Sódio,mg,"63,0","69,3",BRC0159F,Nome não encontrado
Magnésio,mg,"29,1","32,0",BRC0159F,Nome não encontrado
Fósforo,mg,289,318,BRC0159F,Nome não encontrado
Potássio,mg,403,443,BRC0159F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0159F,Nome não encontrado
Zinco,mg,"2,16","2,38",BRC0159F,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0159F,Nome não encontrado
Selênio,mcg,,,BRC0159F,Nome não encontrado
Vitamina A (RE),mcg,"9,74","10,7",BRC0159F,Nome não encontrado
Vitamina A (RAE),mcg,"9,74","10,7",BRC0159F,Nome não encontrado
Vitamina D,mcg,"1,40","1,54",BRC0159F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,51","0,56",BRC0159F,Nome não encontrado
Tiamina,mg,"0,34","0,37",BRC0159F,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0159F,Nome não encontrado
Niacina,mg,"3,25","3,57",BRC0159F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0159F,Nome não encontrado
Vitamina B12,mcg,"1,17","1,29",BRC0159F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0159F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0159F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0159F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0159F,Nome não encontrado
Gordura de adição,g,,,BRC0159F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0159F,Nome não encontrado
Proteína animal,g,"33,4","36,7",BRC0159F,Nome não encontrado
