componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1706,BRC0222K,Nome não encontrado
Energia,kcal,402,BRC0222K,Nome não encontrado
Umidade,g,"0,02",BRC0222K,Nome não encontrado
Carboidrato total,g,"99,7",BRC0222K,Nome não encontrado
Carboidrato disponível,g,"99,7",BRC0222K,Nome não encontrado
Proteína,g,"0,00",BRC0222K,Nome não encontrado
Lipídios,g,"0,32",BRC0222K,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0222K,Nome não encontrado
Álcool,g,"0,00",BRC0222K,Nome não encontrado
Cinzas,g,"0,00",BRC0222K,Nome não encontrado
Colesterol,mg,"0,00",BRC0222K,Nome não encontrado
Ácidos graxos saturados,g,"0,00",BRC0222K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00",BRC0222K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00",BRC0222K,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0222K,Nome não encontrado
Cálcio,mg,"1,00",BRC0222K,Nome não encontrado
Ferro,mg,"0,05",BRC0222K,Nome não encontrado
Sódio,mg,"1,00",BRC0222K,Nome não encontrado
Magnésio,mg,"0,00",BRC0222K,Nome não encontrado
Fósforo,mg,"0,00",BRC0222K,Nome não encontrado
Potássio,mg,"2,00",BRC0222K,Nome não encontrado
Manganês,mg,"0,00",BRC0222K,Nome não encontrado
Zinco,mg,"0,01",BRC0222K,Nome não encontrado
Cobre,mg,"0,01",BRC0222K,Nome não encontrado
Selênio,mcg,"0,60",BRC0222K,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC0222K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00",BRC0222K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0222K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00",BRC0222K,Nome não encontrado
Tiamina,mg,"0,00",BRC0222K,Nome não encontrado
Riboflavina,mg,"0,02",BRC0222K,Nome não encontrado
Niacina,mg,"0,00",BRC0222K,Nome não encontrado
Vitamina B6,mg,"0,00",BRC0222K,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0222K,Nome não encontrado
Vitamina C,mg,"0,00",BRC0222K,Nome não encontrado
Equivalente de folato,mcg,"0,00",BRC0222K,Nome não encontrado
Sal de adição,g,,BRC0222K,Nome não encontrado
Açúcar de adição,g,,BRC0222K,Nome não encontrado
Gordura de adição,g,,BRC0222K,Nome não encontrado
Proteína vegetal,g,-,BRC0222K,Nome não encontrado
Proteína animal,g,-,BRC0222K,Nome não encontrado
