componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,789,868,BRC0759F,Nome não encontrado
Energia,kcal,188,207,BRC0759F,Nome não encontrado
Umidade,g,"60,6","66,7",BRC0759F,Nome não encontrado
Carboidrato total,g,"4,68","5,15",BRC0759F,Nome não encontrado
Carboidrato disponível,g,"4,17","4,59",BRC0759F,Nome não encontrado
Proteína,g,"24,1","26,5",BRC0759F,Nome não encontrado
Lipídios,g,"8,22","9,05",BRC0759F,Nome não encontrado
Fibra alimentar,g,"0,51","0,56",BRC0759F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0759F,Nome não encontrado
Cinzas,g,"2,35","2,58",BRC0759F,Nome não encontrado
Colesterol,mg,479,526,BRC0759F,Nome não encontrado
Ácidos graxos saturados,g,"3,90","4,29",BRC0759F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,99","2,19",BRC0759F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,50","1,64",BRC0759F,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,10",BRC0759F,Nome não encontrado
Cálcio,mg,"6,85","7,54",BRC0759F,Nome não encontrado
Ferro,mg,"4,71","5,18",BRC0759F,Nome não encontrado
Sódio,mg,325,358,BRC0759F,Nome não encontrado
Magnésio,mg,"10,9","12,0",BRC0759F,Nome não encontrado
Fósforo,mg,341,376,BRC0759F,Nome não encontrado
Potássio,mg,307,338,BRC0759F,Nome não encontrado
Manganês,mg,"0,19","0,21",BRC0759F,Nome não encontrado
Zinco,mg,"3,20","3,52",BRC0759F,Nome não encontrado
Cobre,mg,"10,0","11,0",BRC0759F,Nome não encontrado
Selênio,mcg,"9,19","10,1",BRC0759F,Nome não encontrado
Vitamina A (RE),mcg,11633,12797,BRC0759F,Nome não encontrado
Vitamina A (RAE),mcg,11620,12782,BRC0759F,Nome não encontrado
Vitamina D,mcg,"1,99","2,19",BRC0759F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,86","0,95",BRC0759F,Nome não encontrado
Tiamina,mg,"0,19","0,21",BRC0759F,Nome não encontrado
Riboflavina,mg,"2,15","2,37",BRC0759F,Nome não encontrado
Niacina,mg,"9,50","10,4",BRC0759F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0759F,Nome não encontrado
Vitamina B12,mcg,"51,0","56,1",BRC0759F,Nome não encontrado
Vitamina C,mg,"5,25","5,78",BRC0759F,Nome não encontrado
Equivalente de folato,mcg,234,258,BRC0759F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0759F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0759F,Nome não encontrado
Gordura de adição,g,-,-,BRC0759F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0759F,Nome não encontrado
Proteína animal,g,-,-,BRC0759F,Nome não encontrado
