componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1654,264,BRC0012R,Nome não encontrado
Energia,kcal,389,62,BRC0012R,Nome não encontrado
Umidade,g,"0,80","0,13",BRC0012R,Nome não encontrado
Carboidrato total,g,"97,0","15,5",BRC0012R,Nome não encontrado
Carboidrato disponível,g,"95,3","15,2",BRC0012R,Nome não encontrado
Proteína,g,"1,00","0,16",BRC0012R,Nome não encontrado
Lipídios,g,"0,10","0,02",BRC0012R,Nome não encontrado
Fibra alimentar,g,"1,74","0,28",BRC0012R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0012R,Nome não encontrado
Cinzas,g,"1,10","0,18",BRC0012R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0012R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0012R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0012R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0012R,Nome não encontrado
Cálcio,mg,"25,8","4,13",BRC0012R,Nome não encontrado
Ferro,mg,"0,09","0,01",BRC0012R,Nome não encontrado
Sódio,mg,464,"74,4",BRC0012R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Fósforo,mg,"1,08","0,17",BRC0012R,Nome não encontrado
Potássio,mg,164,"26,3",BRC0012R,Nome não encontrado
Manganês,mg,,,BRC0012R,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0012R,Nome não encontrado
Cobre,mg,,,BRC0012R,Nome não encontrado
Selênio,mcg,,,BRC0012R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0012R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0012R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0012R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0012R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0012R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0012R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0012R,Nome não encontrado
Sal de adição,g,,,BRC0012R,Nome não encontrado
Açúcar de adição,g,,,BRC0012R,Nome não encontrado
Gordura de adição,g,,,BRC0012R,Nome não encontrado
Proteína vegetal,g,,,BRC0012R,Nome não encontrado
Proteína animal,g,,,BRC0012R,Nome não encontrado
