componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,599,598,BRC0011F,Nome não encontrado
Energia,kcal,142,141,BRC0011F,Nome não encontrado
Umidade,g,"65,9","65,9",BRC0011F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0011F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0011F,Nome não encontrado
Proteína,g,"30,3","30,3",BRC0011F,Nome não encontrado
Lipídios,g,"2,25","2,25",BRC0011F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0011F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0011F,Nome não encontrado
Cinzas,g,"1,52","1,52",BRC0011F,Nome não encontrado
Colesterol,mg,"51,0","51,0",BRC0011F,Nome não encontrado
Ácidos graxos saturados,g,"0,65","0,65",BRC0011F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,82","0,82",BRC0011F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,41",BRC0011F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0011F,Nome não encontrado
Cálcio,mg,"5,27","5,27",BRC0011F,Nome não encontrado
Ferro,mg,"12,3","12,3",BRC0011F,Nome não encontrado
Sódio,mg,100,100,BRC0011F,Nome não encontrado
Magnésio,mg,"9,70","9,70",BRC0011F,Nome não encontrado
Fósforo,mg,"89,8","89,8",BRC0011F,Nome não encontrado
Potássio,mg,124,124,BRC0011F,Nome não encontrado
Manganês,mg,"0,11","0,11",BRC0011F,Nome não encontrado
Zinco,mg,"12,2","12,2",BRC0011F,Nome não encontrado
Cobre,mg,"0,51","0,51",BRC0011F,Nome não encontrado
Selênio,mcg,,,BRC0011F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0011F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0011F,Nome não encontrado
Vitamina D,mcg,,,BRC0011F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,15",BRC0011F,Nome não encontrado
Tiamina,mg,"0,28","0,28",BRC0011F,Nome não encontrado
Riboflavina,mg,"0,41","0,41",BRC0011F,Nome não encontrado
Niacina,mg,"6,80","6,80",BRC0011F,Nome não encontrado
Vitamina B6,mg,"0,74","0,74",BRC0011F,Nome não encontrado
Vitamina B12,mcg,"7,16","7,16",BRC0011F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0011F,Nome não encontrado
Equivalente de folato,mcg,"11,9","11,9",BRC0011F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0011F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0011F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0011F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0011F,Nome não encontrado
Proteína animal,g,"30,0","30,0",BRC0011F,Nome não encontrado
