componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,361,198,BRC0652N,Nome não encontrado
Energia,kcal,85,46,BRC0652N,Nome não encontrado
Umidade,g,"78,6","43,2",BRC0652N,Nome não encontrado
Carboidrato total,g,"7,34","4,04",BRC0652N,Nome não encontrado
Carboidrato disponível,g,"6,08","3,35",BRC0652N,Nome não encontrado
Proteína,g,"11,9","6,56",BRC0652N,Nome não encontrado
Lipídios,g,"1,21","0,66",BRC0652N,Nome não encontrado
Fibra alimentar,g,"1,26","0,69",BRC0652N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0652N,Nome não encontrado
Cinzas,g,"0,91","0,50",BRC0652N,Nome não encontrado
Colesterol,mg,"31,0","17,0",BRC0652N,Nome não encontrado
Ácidos graxos saturados,g,"0,42","0,23",BRC0652N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,22",BRC0652N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,23","0,13",BRC0652N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0652N,Nome não encontrado
Cálcio,mg,"12,3","6,76",BRC0652N,Nome não encontrado
Ferro,mg,"0,32","0,18",BRC0652N,Nome não encontrado
Sódio,mg,"50,8","27,9",BRC0652N,Nome não encontrado
Magnésio,mg,"14,8","8,11",BRC0652N,Nome não encontrado
Fósforo,mg,103,"56,7",BRC0652N,Nome não encontrado
Potássio,mg,248,136,BRC0652N,Nome não encontrado
Manganês,mg,"0,10","0,06",BRC0652N,Nome não encontrado
Zinco,mg,"0,50","0,27",BRC0652N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0652N,Nome não encontrado
Selênio,mcg,"4,16","2,29",BRC0652N,Nome não encontrado
Vitamina A (RE),mcg,"14,6","8,05",BRC0652N,Nome não encontrado
Vitamina A (RAE),mcg,"7,32","4,02",BRC0652N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0652N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,09",BRC0652N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0652N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0652N,Nome não encontrado
Niacina,mg,"3,08","1,69",BRC0652N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0652N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0652N,Nome não encontrado
Vitamina C,mg,"6,04","3,32",BRC0652N,Nome não encontrado
Equivalente de folato,mcg,"12,2","6,73",BRC0652N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0652N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0652N,Nome não encontrado
Gordura de adição,g,-,-,BRC0652N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0652N,Nome não encontrado
Proteína animal,g,-,-,BRC0652N,Nome não encontrado
